"","ï..Sample","Rep","Set","mAU","short_name_antho","Extract_ini_vol","Extract_final_vol","Skin_weight_aft","Berry_weight","Berry_numb","dilution_factor","concetration_mg_l","antho_mg_berry","antho_mg_g_berry_weight","antho_mg_g_Skin","Block_id","treatment","main_antho","hydroxylation","total_antho_mg_berry"
"358","B1R4",1,"1st point",8.698,"C3Gac",36,51.5,5.8,44.8,60,1.43055555555556,4.45883007072365,0.00267529804243419,0.00358298844968865,0.0276754969906985,"B1R4",1,"Cyanidins","dihydroxylated",0.212884262265183
"359","B1R4",2,"1st point",9.753,"C3Gac",36,50,5.66,44.7,60,1.38888888888889,4.59620139015543,0.00275772083409326,0.00370163870348088,0.0292337897607059,"B1R4",1,"Cyanidins","dihydroxylated",0.218161955134051
"360","B1R4",3,"1st point",7.816,"C3Gac",36,54,6.27,45,60,1.5,4.43398686850264,0.00266039212110159,0.00354718949480212,0.0254582978095846,"B1R4",1,"Cyanidins","dihydroxylated",0.183368294729163
"361","B2R1",1,"1st point",5.893,"C3Gac",50,50,6.32,54.9,60,1,2.60527083713296,0.00217105903094413,0.00237274211032145,0.0206113199140266,"B2R1",2,"Cyanidins","dihydroxylated",0.208679311812268
"362","B2R1",2,"1st point",5.737,"C3Gac",50,53,5.99,54.9,60,1.06,2.73142841510122,0.00227619034591769,0.00248763972231441,0.0227999032980069,"B2R1",2,"Cyanidins","dihydroxylated",0.219219779925831
"363","B2R1",3,"1st point",6.89,"C3Gac",50,52,5.92,55.1,60,1.04,2.89858982308955,0.00241549151924129,0.00263029929499959,0.0244813329652834,"B2R1",2,"Cyanidins","dihydroxylated",0.231937798042434
"364","B2R2",1,"1st point",13.777,"C3Gac",54,52.5,6.6,59.6,60,0.972222222222222,3.93085952540175,0.00353777357286157,0.0035615170196593,0.0321615779351052,"B2R2",2,"Cyanidins","dihydroxylated",0.344712561553894
"365","B2R2",2,"1st point",11.819,"C3Gac",54,52,7.08,59.2,60,0.962962962962963,3.54954505846353,0.00319459055261718,0.00323776069522012,0.0270728012933659,"B2R2",2,"Cyanidins","dihydroxylated",0.31185037631467
"366","B2R2",3,"1st point",9.885,"C3Gac",54,54,6.92,59.3,60,1,3.33333941273026,0.00300000547145723,0.00303541868950141,0.0260116081340222,"B2R2",2,"Cyanidins","dihydroxylated",0.292348561006748
"367","B2R3",1,"1st point",5.934,"C3Gac",44,52,5.74,47,60,1.18181818181818,3.08779367632185,0.00226438202930269,0.00289070046293961,0.0236694985641397,"B2R3",2,"Cyanidins","dihydroxylated",0.184633572861572
"368","B2R3",2,"1st point",4.77,"C3Gac",44,51,5.77,47,60,1.15909090909091,2.78234667484622,0.00204038756155389,0.00260475007857944,0.0212172016799365,"B2R3",2,"Cyanidins","dihydroxylated",0.150099706365129
"369","B2R3",3,"1st point",3.747,"C3Gac",44,51.5,6.3,46.9,60,1.17045454545455,2.59124504667319,0.00190024636756034,0.00243101880711344,0.0180975844529556,"B2R3",2,"Cyanidins","dihydroxylated",0.135213940361116
"370","B3R1",1,"1st point",9.5,"C3Gac",48,57,6.38,51.9,60,1.1875,3.87495782418384,0.00309996625934707,0.00358377602236656,0.0291532877054584,"B3R1",3,"Cyanidins","dihydroxylated",0.237570933795368
"371","B3R1",2,"1st point",9.119,"C3Gac",48,56,6.52,51.9,60,1.16666666666667,3.72590734999088,0.00298072587999271,0.00344592587282394,0.0274299927606691,"B3R1",3,"Cyanidins","dihydroxylated",0.204507138427868
"372","B3R1",3,"1st point",13.674,"C3Gac",48,57,5.99,51.9,60,1.1875,4.77895654751049,0.00382316523800839,0.00441984420579005,0.0382954781770456,"B3R1",3,"Cyanidins","dihydroxylated",0.279743448841875
"373","B3R2",1,"1st point",10.734,"C3Gac",44,56,6.03,49.4,60,1.27272727272727,4.43950392121102,0.00325563620888808,0.0039542140188924,0.0323943901381898,"B3R2",3,"Cyanidins","dihydroxylated",0.240359360447444
"374","B3R2",2,"1st point",9.86,"C3Gac",44,52.5,5.42,49.4,60,1.19318181818182,3.97183961169234,0.00291268238190771,0.00353767090919965,0.0322437164048824,"B3R2",3,"Cyanidins","dihydroxylated",0.211251044136422
"375","B3R2",3,"1st point",9.928,"C3Gac",45,54,6.38,49.7,60,1.2,4.00941820171439,0.00300706365128579,0.00363025792911766,0.0282795954666375,"B3R2",3,"Cyanidins","dihydroxylated",0.225453923034835
"376","B3R3",1,"1st point",16.743,"C3Gac",46,52.5,6.39,51.1,60,1.14130434782609,5.23186985068472,0.00401110021885829,0.0047097067149021,0.0376629128531295,"B3R3",3,"Cyanidins","dihydroxylated",0.244461467262448
"377","B3R3",2,"1st point",15.044,"C3Gac",46,53.5,6.05,51.4,60,1.16304347826087,4.9711358824509,0.00381120417654569,0.0044488764706759,0.0377970662136762,"B3R3",3,"Cyanidins","dihydroxylated",0.237478885950514
"378","B3R3",3,"1st point",17.899,"C3Gac",46,54,6.25,51.3,60,1.17391304347826,5.62885202483566,0.00431545321904067,0.00504731370648032,0.0414283509027905,"B3R3",3,"Cyanidins","dihydroxylated",0.271337508663141
"379","B1R2",1,"Harvest",62.4,"Pet3Gac",69,54.5,10.67,75.33,60,0.789855072463768,10.1979178065536,0.0117276054775366,0.00934098405219962,0.0659471723197936,"B1R2",1,"Petunidins","trihydroxylated",0.646739529150708
"380","B1R2",2,"Harvest",51.34,"Pet3Gac",69,57,11.24,75.67,60,0.826086956521739,8.99937593668969,0.0103492823271931,0.00820611787540093,0.0552452793266538,"B1R2",1,"Petunidins","trihydroxylated",0.552419438263724
"381","B1R2",3,"Harvest",63.852,"Pet3Gac",69,51.5,10.58,75.98,60,0.746376811594203,9.83421894287217,0.011309351784303,0.00893078582598289,0.0641362104969924,"B1R2",1,"Petunidins","trihydroxylated",0.578645878472856
"382","B1R3",1,"Harvest",62.719,"Pet3Gac",47,52,8.71,52.66,60,1.1063829787234,14.3490184360945,0.0112400644416074,0.0128067578142128,0.0774286873130245,"B1R3",1,"Petunidins","trihydroxylated",0.417779867469147
"383","B1R3",2,"Harvest",58.405,"Pet3Gac",47,57,8.71,52.89,60,1.21276595744681,14.7745328888906,0.0115733840962976,0.0131291935295492,0.0797248043372972,"B1R3",1,"Petunidins","trihydroxylated",0.436330408535473
"384","B1R3",3,"Harvest",47.284,"Pet3Gac",47,57,8.76,52.14,60,1.21276595744681,12.3147170558127,0.00964652836038665,0.0111007230844495,0.0660721120574428,"B1R3",1,"Petunidins","trihydroxylated",0.370983645814335
"385","B1R4",1,"Harvest",59.713,"Pet3Gac",47,53,8.05,51.76,60,1.12765957446809,14.0067329967676,0.0109719408474679,0.0127186331307588,0.0817784410991399,"B1R4",1,"Petunidins","trihydroxylated",0.425581944799076
"386","B1R4",2,"Harvest",64.61,"Pet3Gac",47,52,7.04,51.59,60,1.1063829787234,14.7305924307628,0.0115389640707642,0.0134200008576439,0.098343443784922,"B1R4",1,"Petunidins","trihydroxylated",0.443196768192595
"387","B1R4",3,"Harvest",59.932,"Pet3Gac",47,54.5,8.19,51.77,60,1.15957446808511,14.4494652717684,0.0113187477962186,0.0131181160473849,0.0829212292763268,"B1R4",1,"Petunidins","trihydroxylated",0.438307262751535
"388","B2R1",1,"Harvest",72.004,"Pet3Gac",60,50.5,9.79,67.05,60,0.841666666666667,12.3411236245364,0.0123411236245364,0.0110435110734107,0.0756350783934818,"B2R1",2,"Petunidins","trihydroxylated",0.593765577542708
"389","B2R1",2,"Harvest",59.98,"Pet3Gac",60,53.5,10.54,67.21,60,0.891666666666667,11.1188702960666,0.0111188702960666,0.00992608566826362,0.0632952768277038,"B2R1",2,"Petunidins","trihydroxylated",0.542577361541735
"390","B2R1",3,"Harvest",71.687,"Pet3Gac",61,50.5,10.56,67.11,60,0.827868852459016,12.0909468311891,0.0122924626117089,0.0109901319729181,0.069843537566528,"B2R1",2,"Petunidins","trihydroxylated",0.571695735910998
"391","B2R2",1,"Harvest",67.28,"Pet3Gac",58,51,10.42,64.16,60,0.879310344827586,12.1354930914991,0.0117309766551158,0.010970364702415,0.0675488099142945,"B2R2",2,"Petunidins","trihydroxylated",0.554522358198067
"392","B2R2",2,"Harvest",57.84,"Pet3Gac",58,53,10.23,64.18,60,0.913793103448276,11.0381307112266,0.0106701930208523,0.00997525056483546,0.0625817772484008,"B2R2",2,"Petunidins","trihydroxylated",0.503809867469147
"393","B2R2",3,"Harvest",59.1,"Pet3Gac",58,54.5,10.71,64.23,60,0.939655172413793,11.566464526719,0.0111809157091617,0.0104445732920707,0.0626381832446031,"B2R2",2,"Petunidins","trihydroxylated",0.509194868381057
"394","B2R3",1,"Harvest",54.555,"Pet3Gac",52,53.5,7.54,57.23,60,1.02884615384615,11.811502861993,0.0102366358137273,0.0107321011501596,0.081458640427538,"B2R3",2,"Petunidins","trihydroxylated",0.491965398808438
"395","B2R3",2,"Harvest",49.532,"Pet3Gac",52,59,7.01,56.82,60,1.13461538461538,11.986343453191,0.0103881643260988,0.0109695505027443,0.088914387955197,"B2R3",2,"Petunidins","trihydroxylated",0.472700403064016
"396","B2R3",3,"Harvest",50.059,"Pet3Gac",52,54,7.31,57.06,60,1.03846153846154,11.0703636414652,0.00959431515593653,0.0100886594699648,0.0787495088038566,"B2R3",2,"Petunidins","trihydroxylated",0.440810807951851
"397","B3R1",1,"Harvest",53.109,"Pet3Gac",56,57.5,8.93,62.67,60,1.02678571428571,11.5170600362158,0.0107492560338014,0.0102912934741996,0.0722234447959784,"B3R1",3,"Petunidins","trihydroxylated",0.498123489269864
"398","B3R1",2,"Harvest",45.196,"Pet3Gac",56,55.5,9.59,62.56,60,0.991071428571429,9.68616421536698,0.00904041993434251,0.00867047947667121,0.0565615428634568,"B3R1",3,"Petunidins","trihydroxylated",0.404654754696334
"399","B3R1",3,"Harvest",47.174,"Pet3Gac",56,52.5,8.9,62.95,60,0.9375,9.50079222141164,0.00886740607331753,0.00845185646384514,0.0597802656628148,"B3R1",3,"Petunidins","trihydroxylated",0.409775027357286
"400","B3R2",1,"Harvest",51.814,"Pet3Gac",55,56.5,9.17,61.52,60,1.02727272727273,11.2798967055195,0.0103399053133929,0.0100844330104612,0.0676547784954825,"B3R2",3,"Petunidins","trihydroxylated",0.474395522828135
"401","B3R2",2,"Harvest",61.015,"Pet3Gac",55,52.5,9.66,61.82,60,0.954545454545455,12.0831387926318,0.0110762105599125,0.0107501234809891,0.0687963388814438,"B3R2",3,"Petunidins","trihydroxylated",0.491262534196608
"402","B3R2",3,"Harvest",52.896,"Pet3Gac",55,59,8.45,61.45,60,1.07272727272727,11.9906962014823,0.0109914715180254,0.0107321121412779,0.078045951607281,"B3R2",3,"Petunidins","trihydroxylated",0.50080960423126
"403","B3R3",1,"Harvest",68.457,"Pet3Gac",54,54,8.69,60.68,60,1,14.0158125113989,0.012614231260259,0.012472872043763,0.0870948073205453,"B3R3",3,"Petunidins","trihydroxylated",0.547544603319351
"404","B3R3",2,"Harvest",60.466,"Pet3Gac",54,51,8.82,60.48,60,0.944444444444444,11.8607098709141,0.0106746388838227,0.0105899195276019,0.0726165910464131,"B3R3",3,"Petunidins","trihydroxylated",0.482968108699617
"405","B3R3",3,"Harvest",57.125,"Pet3Gac",54,54,8.45,60.31,60,1,11.9490607331753,0.0107541546598577,0.0106988771280296,0.0763608614901141,"B3R3",3,"Petunidins","trihydroxylated",0.482112814152836
"406","B1R2",1,"1st point",32.817,"Pet3Gac",56,55.5,6.57,60.8,60,0.991071428571429,7.44861666579818,0.00695204222141164,0.00686056798165622,0.0634889700585538,"B1R2",1,"Petunidins","trihydroxylated",0.266494035199708
"407","B1R2",2,"1st point",32.239,"Pet3Gac",56,54.5,6.69,60.8,60,0.973214285714286,7.21181427659519,0.00673102665815551,0.00664246051791662,0.0603679520910808,"B1R2",1,"Petunidins","trihydroxylated",0.243837950027357
"408","B1R2",3,"1st point",26.638,"Pet3Gac",56,55,5.95,60.5,60,0.982142857142857,6.27469809280634,0.00585638488661925,0.00580798501152322,0.059055982049942,"B1R2",1,"Petunidins","trihydroxylated",0.218020615234969
"409","B1R3",1,"1st point",46.495,"Pet3Gac",34,52.5,4.94,42,60,1.54411764705882,15.4571442748174,0.0087590484223965,0.0125129263177093,0.106385203510889,"B1R3",1,"Petunidins","trihydroxylated",0.222910582710195
"410","B1R3",2,"1st point",37.584,"Pet3Gac",34,53,5.25,42,60,1.55882352941176,13.0709470985184,0.00740687002249377,0.0105812428892768,0.0846499431142145,"B1R3",1,"Petunidins","trihydroxylated",0.191150143473767
"411","B1R3",3,"1st point",36.756,"Pet3Gac",34,54.5,5.1,42.3,60,1.60294117647059,13.1988158586433,0.00747932898656453,0.0106089772859071,0.0879921057242886,"B1R3",1,"Petunidins","trihydroxylated",0.200134410298498
"412","B1R4",1,"1st point",42.337,"Pet3Gac",36,51.5,5.8,44.8,60,1.43055555555556,13.2354958254808,0.00794129749528847,0.0106356662883328,0.0821513533995359,"B1R4",1,"Petunidins","trihydroxylated",0.212884262265183
"413","B1R4",2,"1st point",47.315,"Pet3Gac",36,50,5.66,44.7,60,1.38888888888889,14.1109641923521,0.00846657851541127,0.0113645349200151,0.0897517157110735,"B1R4",1,"Petunidins","trihydroxylated",0.218161955134051
"414","B1R4",3,"1st point",35.71,"Pet3Gac",36,54,6.27,45,60,1.5,12.0650282691957,0.00723901696151742,0.00965202261535656,0.0692728895838987,"B1R4",1,"Petunidins","trihydroxylated",0.183368294729163
"415","B2R1",1,"1st point",34.937,"Pet3Gac",50,50,6.32,54.9,60,1,7.90237096480029,0.00658530913733358,0.00719705916648478,0.0625187576329137,"B2R1",2,"Petunidins","trihydroxylated",0.208679311812268
"416","B2R1",2,"1st point",34.725,"Pet3Gac",50,53,5.99,54.9,60,1.06,8.33552836038665,0.00694627363365554,0.00759155588377655,0.069578700837952,"B2R1",2,"Petunidins","trihydroxylated",0.219219779925831
"417","B2R1",3,"1st point",39.059,"Pet3Gac",50,52,5.92,55.1,60,1.04,9.00031515593653,0.00750026262994711,0.00816725513242879,0.076016175303518,"B2R1",2,"Petunidins","trihydroxylated",0.231937798042434
"418","B2R2",1,"1st point",67.029,"Pet3Gac",54,52.5,6.6,59.6,60,0.972222222222222,13.3732775042049,0.0120359497537844,0.0121167279400514,0.109417725034404,"B2R2",2,"Petunidins","trihydroxylated",0.344712561553894
"419","B2R2",2,"1st point",62.382,"Pet3Gac",54,52,7.08,59.2,60,0.962962962962963,12.4297741841787,0.0111867967657608,0.0113379696950279,0.094803362421702,"B2R2",2,"Petunidins","trihydroxylated",0.31185037631467
"420","B2R2",3,"1st point",48.743,"Pet3Gac",54,54,6.92,59.3,60,1,10.4203355827102,0.00937830202443918,0.00948900710735836,0.0813147574373339,"B2R2",2,"Petunidins","trihydroxylated",0.292348561006748
"421","B2R3",1,"1st point",33.724,"Pet3Gac",44,52,5.74,47,60,1.18181818181818,9.07771293087726,0.00665698948264332,0.00849828444592765,0.0695852559161323,"B2R3",2,"Petunidins","trihydroxylated",0.184633572861572
"422","B2R3",2,"1st point",25.84,"Pet3Gac",44,51,5.77,47,60,1.15909090909091,7.23648591514267,0.00530675633777129,0.00677458255885697,0.0551829081917292,"B2R3",2,"Petunidins","trihydroxylated",0.150099706365129
"423","B2R3",3,"1st point",21.497,"Pet3Gac",44,51.5,6.3,46.9,60,1.17045454545455,6.38033280553115,0.00467891072405617,0.00598581329303562,0.0445610545148207,"B2R3",2,"Petunidins","trihydroxylated",0.135213940361116
"424","B3R1",1,"1st point",41.208,"Pet3Gac",48,57,6.38,51.9,60,1.1875,10.7422293908444,0.00859378351267554,0.0099350098412434,0.0808192806834691,"B3R1",3,"Petunidins","trihydroxylated",0.237570933795368
"425","B3R1",2,"1st point",33.536,"Pet3Gac",48,56,6.52,51.9,60,1.16666666666667,8.92132956410724,0.00713706365128579,0.00825094063732462,0.0656784998584582,"B3R1",3,"Petunidins","trihydroxylated",0.204507138427868
"426","B3R1",3,"1st point",53.08,"Pet3Gac",48,57,5.99,51.9,60,1.1875,13.313449525807,0.0106507596206456,0.0123130169024805,0.106685405215148,"B3R1",3,"Petunidins","trihydroxylated",0.279743448841875
"427","B3R2",1,"1st point",44.846,"Pet3Gac",44,56,6.03,49.4,60,1.27272727272727,12.3576641851674,0.00906228706912274,0.0110068263997442,0.0901720106380372,"B3R2",3,"Petunidins","trihydroxylated",0.240359360447444
"428","B3R2",2,"1st point",40.284,"Pet3Gac",44,52.5,5.42,49.4,60,1.19318181818182,10.5925515643394,0.0077678711471822,0.00943466131236704,0.0859911935112421,"B3R2",3,"Petunidins","trihydroxylated",0.211251044136422
"429","B3R2",3,"1st point",41.829,"Pet3Gac",45,54,6.38,49.7,60,1.2,10.9912164873245,0.00824341236549334,0.00995180567262778,0.0775242542209405,"B3R2",3,"Petunidins","trihydroxylated",0.225453923034835
"430","B3R3",1,"1st point",50.728,"Pet3Gac",46,52.5,6.39,51.1,60,1.14130434782609,12.3059585358698,0.00943456821083349,0.0110777708933466,0.0885874949374036,"B3R3",3,"Petunidins","trihydroxylated",0.244461467262448
"431","B3R3",2,"1st point",47.224,"Pet3Gac",46,53.5,6.05,51.4,60,1.16304347826087,11.7970959646021,0.00904444023952824,0.0105577123418618,0.0896969279953214,"B3R3",3,"Petunidins","trihydroxylated",0.237478885950514
"432","B3R3",3,"1st point",55.065,"Pet3Gac",46,54,6.25,51.3,60,1.17391304347826,13.5861112212451,0.0104160186029546,0.0121824778981925,0.0999937785883641,"B3R3",3,"Petunidins","trihydroxylated",0.271337508663141
"433","B1R2",1,"Harvest",93.6,"Peo3Gac",69,54.5,10.67,75.33,60,0.789855072463768,14.6924423844981,0.0168963087421728,0.0134578325306036,0.0950120454105311,"B1R2",1,"Peonidins","dihydroxylated",0.646739529150708
"434","B1R2",2,"Harvest",78.471,"Peo3Gac",69,57,11.24,75.67,60,0.826086956521739,13.0870223378189,0.0150500756884917,0.0119334550192877,0.0803384823229095,"B1R2",1,"Peonidins","dihydroxylated",0.552419438263724
"435","B1R2",3,"Harvest",92.416,"Peo3Gac",69,51.5,10.58,75.98,60,0.746376811594203,13.7225113460049,0.0157808880479056,0.012461875268154,0.0894946392130755,"B1R2",1,"Peonidins","dihydroxylated",0.578645878472856
"436","B1R3",1,"Harvest",62.818,"Peo3Gac",47,52,8.71,52.66,60,1.1063829787234,14.3689950756885,0.0112557128092893,0.0128245873254341,0.077536483186838,"B1R3",1,"Peonidins","dihydroxylated",0.417779867469147
"437","B1R3",2,"Harvest",62.309,"Peo3Gac",47,57,8.71,52.89,60,1.21276595744681,15.6380452539959,0.0122498021156301,0.0138965423886899,0.0843844003372914,"B1R3",1,"Peonidins","dihydroxylated",0.436330408535473
"438","B1R3",3,"Harvest",50.905,"Peo3Gac",47,57,8.76,52.14,60,1.21276595744681,13.1156336219107,0.01027391300383,0.0118226846994592,0.0703692671495207,"B1R3",1,"Peonidins","dihydroxylated",0.370983645814335
"439","B1R4",1,"Harvest",64.039,"Peo3Gac",47,53,8.05,51.76,60,1.12765957446809,14.8964385081936,0.0116688768314183,0.0135265187381202,0.0869729950167825,"B1R4",1,"Peonidins","dihydroxylated",0.425581944799076
"440","B1R4",2,"Harvest",74.501,"Peo3Gac",47,52,7.04,51.59,60,1.1063829787234,16.7264403320127,0.0131023782600766,0.0152382767126303,0.111667996534744,"B1R4",1,"Peonidins","dihydroxylated",0.443196768192595
"441","B1R4",3,"Harvest",69.459,"Peo3Gac",47,54.5,8.19,51.77,60,1.15957446808511,16.4642867121199,0.0128970245911606,0.0149472952572848,0.0944836966385389,"B1R4",1,"Peonidins","dihydroxylated",0.438307262751535
"442","B2R1",1,"Harvest",93.079,"Peo3Gac",60,50.5,9.79,67.05,60,0.841666666666667,15.5762367013192,0.0155762367013192,0.0139384668468181,0.0954621248293313,"B2R1",2,"Peonidins","dihydroxylated",0.593765577542708
"443","B2R1",2,"Harvest",79.007,"Peo3Gac",60,53.5,10.54,67.21,60,0.891666666666667,14.213114627029,0.014213114627029,0.0126883927633052,0.0809095709318539,"B2R1",2,"Peonidins","dihydroxylated",0.542577361541735
"444","B2R1",3,"Harvest",90.322,"Peo3Gac",61,50.5,10.56,67.11,60,0.827868852459016,14.9046138137851,0.0151530240440148,0.0135476299007732,0.0860967275228116,"B2R1",2,"Peonidins","dihydroxylated",0.571695735910998
"445","B2R2",1,"Harvest",91.946,"Peo3Gac",58,51,10.42,64.16,60,0.879310344827586,16.091186865987,0.0155548139704541,0.0145462724162601,0.0895670670083731,"B2R2",2,"Peonidins","dihydroxylated",0.554522358198067
"446","B2R2",2,"Harvest",78.63,"Peo3Gac",58,53,10.23,64.18,60,0.913793103448276,14.5029781707724,0.0140195455650799,0.0131064620427672,0.0822260736954835,"B2R2",2,"Peonidins","dihydroxylated",0.503809867469147
"447","B2R2",3,"Harvest",79.13,"Peo3Gac",58,54.5,10.71,64.23,60,0.939655172413793,14.9991278685844,0.0144991569396316,0.0135442848571991,0.0812277699699249,"B2R2",2,"Peonidins","dihydroxylated",0.509194868381057
"448","B2R3",1,"Harvest",69.49,"Peo3Gac",52,53.5,7.54,57.23,60,1.02884615384615,14.6139499361663,0.0126654232780108,0.0132784448135707,0.100785861628733,"B2R3",2,"Peonidins","dihydroxylated",0.491965398808438
"449","B2R3",2,"Harvest",63.357,"Peo3Gac",52,59,7.01,56.82,60,1.13461538461538,14.8471965796378,0.0128675703690194,0.0135877195026604,0.110136122987327,"B2R3",2,"Peonidins","dihydroxylated",0.472700403064016
"450","B2R3",3,"Harvest",62.688,"Peo3Gac",52,54,7.31,57.06,60,1.03846153846154,13.4622532583229,0.0116672861572132,0.0122684397026427,0.0957643186638567,"B2R3",2,"Peonidins","dihydroxylated",0.440810807951851
"451","B3R1",1,"Harvest",71.049,"Peo3Gac",56,57.5,8.93,62.67,60,1.02678571428571,14.876632480915,0.0138848569821874,0.0132933049135351,0.0932913123103295,"B3R1",3,"Peonidins","dihydroxylated",0.498123489269864
"452","B3R1",2,"Harvest",59.201,"Peo3Gac",56,55.5,9.59,62.56,60,0.991071428571429,12.2176169523983,0.0114031091555718,0.0109364857630164,0.0713437486271435,"B3R1",3,"Peonidins","dihydroxylated",0.404654754696334
"453","B3R1",3,"Harvest",64.945,"Peo3Gac",56,52.5,8.9,62.95,60,0.9375,12.5393317982856,0.0117033763450666,0.0111549258253216,0.0788991663712353,"B3R1",3,"Peonidins","dihydroxylated",0.409775027357286
"454","B3R2",1,"Harvest",70.836,"Peo3Gac",55,56.5,9.17,61.52,60,1.02727272727273,14.8437817717573,0.0136067999574442,0.0132706111418507,0.0890303159701912,"B3R2",3,"Peonidins","dihydroxylated",0.474395522828135
"455","B3R2",2,"Harvest",81.11,"Peo3Gac",55,52.5,9.66,61.82,60,0.954545454545455,15.5815139356358,0.0142830544409995,0.0138625568822382,0.0887146238571395,"B3R2",3,"Peonidins","dihydroxylated",0.491262534196608
"456","B3R2",3,"Harvest",71.867,"Peo3Gac",55,59,8.45,61.45,60,1.07272727272727,15.7022973488303,0.0143937725697611,0.0140541310689286,0.102204302270493,"B3R2",3,"Peonidins","dihydroxylated",0.50080960423126
"457","B3R3",1,"Harvest",88.366,"Peo3Gac",54,54,8.69,60.68,60,1,17.6468539120919,0.0158821685208827,0.0157041877266474,0.109658240650514,"B3R3",3,"Peonidins","dihydroxylated",0.547544603319351
"458","B3R3",2,"Harvest",80.574,"Peo3Gac",54,51,8.82,60.48,60,0.944444444444444,15.3243044156686,0.0137918739741018,0.013682414656847,0.0938222719326651,"B3R3",3,"Peonidins","dihydroxylated",0.482968108699617
"459","B3R3",3,"Harvest",79.127,"Peo3Gac",54,54,8.45,60.31,60,1,15.9618274667153,0.0143656447200438,0.0142918037340843,0.102004577893802,"B3R3",3,"Peonidins","dihydroxylated",0.482112814152836
"460","B1R2",1,"1st point",53.014,"Peo3Gac",56,55.5,6.57,60.8,60,0.991071428571429,11.0992950613585,0.0103593420572679,0.0102230349249354,0.0946058635366933,"B1R2",1,"Peonidins","dihydroxylated",0.266494035199708
"461","B1R2",2,"1st point",52.08,"Peo3Gac",56,54.5,6.69,60.8,60,0.973214285714286,10.7335258656627,0.0100179574746185,0.00988614224468933,0.0898471522387311,"B1R2",1,"Peonidins","dihydroxylated",0.243837950027357
"462","B1R2",3,"1st point",45.537,"Peo3Gac",56,55,5.95,60.5,60,0.982142857142857,9.65998312967354,0.00901598425436197,0.00894147198779699,0.0909174882792803,"B1R2",1,"Peonidins","dihydroxylated",0.218020615234969
"463","B1R3",1,"1st point",53.118,"Peo3Gac",34,52.5,4.94,42,60,1.54411764705882,17.3223077211917,0.00981597437534197,0.0140228205362028,0.119222360834113,"B1R3",1,"Peonidins","dihydroxylated",0.222910582710195
"464","B1R3",2,"1st point",44.032,"Peo3Gac",34,53,5.25,42,60,1.55882352941176,14.904121294697,0.00844566873366162,0.012065241048088,0.0965219283847042,"B1R3",1,"Peonidins","dihydroxylated",0.191150143473767
"465","B1R3",3,"1st point",43.492,"Peo3Gac",34,54.5,5.1,42.3,60,1.60294117647059,15.1680684146721,0.00859523876831418,0.012191828040162,0.101120456097814,"B1R3",1,"Peonidins","dihydroxylated",0.200134410298498
"466","B1R4",1,"1st point",50.07,"Peo3Gac",36,51.5,5.8,44.8,60,1.43055555555556,15.2530931464932,0.00915185588789592,0.0122569498498606,0.0946743712540957,"B1R4",1,"Peonidins","dihydroxylated",0.212884262265183
"467","B1R4",2,"1st point",53.515,"Peo3Gac",36,50,5.66,44.7,60,1.38888888888889,15.6814750643403,0.00940888503860417,0.0126293758907439,0.0997408307979241,"B1R4",1,"Peonidins","dihydroxylated",0.218161955134051
"468","B1R4",3,"1st point",41.973,"Peo3Gac",36,54,6.27,45,60,1.5,13.778415101222,0.00826704906073318,0.0110227320809776,0.0791105173275902,"B1R4",1,"Peonidins","dihydroxylated",0.183368294729163
"469","B2R1",1,"1st point",46.526,"Peo3Gac",50,50,6.32,54.9,60,1,10.0159948933066,0.00834666241108882,0.009122035421955,0.0792404659280584,"B2R1",2,"Peonidins","dihydroxylated",0.208679311812268
"470","B2R1",2,"1st point",50.376,"Peo3Gac",50,53,5.99,54.9,60,1.06,11.3612551522889,0.00946771262690741,0.0103472269146529,0.0948351849105918,"B2R1",2,"Peonidins","dihydroxylated",0.219219779925831
"471","B2R1",3,"1st point",54.712,"Peo3Gac",50,52,5.92,55.1,60,1.04,11.969332117454,0.00997444343121162,0.0108614629015009,0.101092332073091,"B2R1",2,"Peonidins","dihydroxylated",0.231937798042434
"472","B2R2",1,"1st point",90.409,"Peo3Gac",54,52.5,6.6,59.6,60,0.972222222222222,17.5189195898434,0.015767027630859,0.0158728466082473,0.143336614825991,"B2R2",2,"Peonidins","dihydroxylated",0.344712561553894
"473","B2R2",2,"1st point",74.902,"Peo3Gac",54,52,7.08,59.2,60,0.962962962962963,14.6286245026716,0.0131657620524044,0.0133436777558153,0.111574254681393,"B2R2",2,"Peonidins","dihydroxylated",0.31185037631467
"474","B2R2",3,"1st point",68.409,"Peo3Gac",54,54,6.92,59.3,60,1,14.0070581798286,0.0126063523618457,0.0127551625920867,0.109303633195194,"B2R2",2,"Peonidins","dihydroxylated",0.292348561006748
"475","B2R3",1,"1st point",41.966,"Peo3Gac",44,52,5.74,47,60,1.18181818181818,10.8542121930595,0.00795975560824366,0.0101613901381834,0.0832030202952299,"B2R3",2,"Peonidins","dihydroxylated",0.184633572861572
"476","B2R3",2,"1st point",36.627,"Peo3Gac",44,51,5.77,47,60,1.15909090909091,9.51682763251704,0.00697900693051249,0.00890937054959042,0.0725719958112218,"B2R3",2,"Peonidins","dihydroxylated",0.150099706365129
