"","ï..Sample","Rep","Set","mAU","short_name_antho","Extract_ini_vol","Extract_final_vol","Skin_weight_aft","Berry_weight","Berry_numb","dilution_factor","concetration_mg_l","antho_mg_berry","antho_mg_g_berry_weight","antho_mg_g_Skin","Block_id","treatment","main_antho","hydroxylation","total_antho_mg_berry"
"114","B1R3",3,"Harvest",125.999,"Pet3G",47,57,8.76,52.14,60,1.21276595744681,29.7254178291896,0.0232849106328652,0.0267950640194076,0.1594856892662,"B1R3",1,"Petunidins","trihydroxylated",0.370983645814335
"115","B1R4",1,"Harvest",158.663,"Pet3G",47,53,8.05,51.76,60,1.12765957446809,34.3572555015309,0.0269131834761992,0.0311976624530902,0.200595156344342,"B1R4",1,"Petunidins","trihydroxylated",0.425581944799076
"116","B1R4",2,"Harvest",163.353,"Pet3G",47,52,7.04,51.59,60,1.1063829787234,34.6553734754619,0.0271467092224451,0.0315720595725278,0.23136399905493,"B1R4",1,"Petunidins","trihydroxylated",0.443196768192595
"117","B1R4",3,"Harvest",157.241,"Pet3G",47,54.5,8.19,51.77,60,1.15957446808511,35.0288984132774,0.0274393037570673,0.0318013951211906,0.201020540344815,"B1R4",1,"Petunidins","trihydroxylated",0.438307262751535
"118","B2R1",1,"Harvest",199.567,"Pet3G",60,50.5,9.79,67.05,60,0.841666666666667,31.9226528968326,0.0319226528968326,0.028566132346159,0.195644450848821,"B2R1",2,"Petunidins","trihydroxylated",0.593765577542708
"119","B2R1",2,"Harvest",166.104,"Pet3G",60,53.5,10.54,67.21,60,0.891666666666667,28.3771656331692,0.0283771656331692,0.0253329852401451,0.161539842314056,"B2R1",2,"Petunidins","trihydroxylated",0.542577361541735
"120","B2R1",3,"Harvest",195.384,"Pet3G",61,50.5,10.56,67.11,60,0.827868852459016,30.7677466565808,0.0312805424341905,0.0279665108933308,0.177730354739719,"B2R1",2,"Petunidins","trihydroxylated",0.571695735910998
"121","B2R2",1,"Harvest",204.376,"Pet3G",58,51,10.42,64.16,60,0.879310344827586,34.1216194884502,0.0329842321721685,0.0308456036522773,0.189928400223619,"B2R2",2,"Petunidins","trihydroxylated",0.554522358198067
"122","B2R2",2,"Harvest",173.49,"Pet3G",58,53,10.23,64.18,60,0.913793103448276,30.3122821636783,0.0293018727582224,0.0273934616000833,0.171858491250571,"B2R2",2,"Petunidins","trihydroxylated",0.503809867469147
"123","B2R2",3,"Harvest",179.664,"Pet3G",58,54.5,10.71,64.23,60,0.939655172413793,32.2282530014402,0.0311539779013922,0.0291022680069054,0.17453208908343,"B2R2",2,"Petunidins","trihydroxylated",0.509194868381057
"124","B2R3",1,"Harvest",152.49,"Pet3G",52,53.5,7.54,57.23,60,1.02884615384615,30.1883126516926,0.0261632042981336,0.027429534472969,0.208195259666846,"B2R3",2,"Petunidins","trihydroxylated",0.491965398808438
"125","B2R3",2,"Harvest",139.481,"Pet3G",52,59,7.01,56.82,60,1.13461538461538,30.5997885071339,0.0265198167061827,0.028004030312759,0.226988445416685,"B2R3",2,"Petunidins","trihydroxylated",0.472700403064016
"126","B2R3",3,"Harvest",138.234,"Pet3G",52,54,7.31,57.06,60,1.03846153846154,27.7704085354733,0.0240676873974102,0.0253077680309255,0.19754599778996,"B2R3",2,"Petunidins","trihydroxylated",0.440810807951851
"127","B3R1",1,"Harvest",150.268,"Pet3G",56,57.5,8.93,62.67,60,1.02678571428571,29.7117478374717,0.0277309646483069,0.02654951139139,0.186322270873283,"B3R1",3,"Petunidins","trihydroxylated",0.498123489269864
"128","B3R1",2,"Harvest",128.484,"Pet3G",56,55.5,9.59,62.56,60,0.991071428571429,24.7407615421693,0.023091377439358,0.0221464617385147,0.144471600246244,"B3R1",3,"Petunidins","trihydroxylated",0.404654754696334
"129","B3R1",3,"Harvest",134.442,"Pet3G",56,52.5,8.9,62.95,60,0.9375,24.4221400237097,0.0227939973554623,0.0217258116175971,0.153667397901993,"B3R1",3,"Petunidins","trihydroxylated",0.409775027357286
"130","B3R2",1,"Harvest",153.504,"Pet3G",55,56.5,9.17,61.52,60,1.02727272727273,30.3321242518197,0.0278044472308347,0.0271174712914513,0.181926590387141,"B3R2",3,"Petunidins","trihydroxylated",0.474395522828135
"131","B3R2",2,"Harvest",178.26,"Pet3G",55,52.5,9.66,61.82,60,0.954545454545455,32.4945343458293,0.0297866564836768,0.0289097280656844,0.18501028871849,"B3R2",3,"Petunidins","trihydroxylated",0.491262534196608
"132","B3R2",3,"Harvest",155.142,"Pet3G",55,59,8.45,61.45,60,1.07272727272727,31.9947218675907,0.0293284950452915,0.0286364475625304,0.20824966896065,"B3R2",3,"Petunidins","trihydroxylated",0.50080960423126
"133","B3R3",1,"Harvest",198.781,"Pet3G",54,54,8.69,60.68,60,1,37.7845522524166,0.0340060970271749,0.0336250135403839,0.234794686033429,"B3R3",3,"Petunidins","trihydroxylated",0.547544603319351
"134","B3R3",2,"Harvest",181.748,"Pet3G",54,51,8.82,60.48,60,0.944444444444444,32.7514833728494,0.0294763350355645,0.0292423958686155,0.200519285956221,"B3R3",3,"Petunidins","trihydroxylated",0.482968108699617
"135","B3R3",3,"Harvest",164.273,"Pet3G",54,54,8.45,60.31,60,1,31.4909173809958,0.0283418256428962,0.0281961455575157,0.201243732375594,"B3R3",3,"Petunidins","trihydroxylated",0.482112814152836
"136","B1R2",1,"1st point",73.643,"Pet3G",56,55.5,6.57,60.8,60,0.991071428571429,14.8280589679789,0.013839521703447,0.0136574227336648,0.126388326058877,"B1R2",1,"Petunidins","trihydroxylated",0.266494035199708
"137","B1R2",2,"1st point",66.559,"Pet3G",56,54.5,6.69,60.8,60,0.973214285714286,13.3035002670592,0.0124166002492553,0.0122532239301861,0.111359643491079,"B1R2",1,"Petunidins","trihydroxylated",0.243837950027357
"138","B1R2",3,"1st point",55.14,"Pet3G",56,55,5.95,60.5,60,0.982142857142857,11.380121349105,0.010621446592498,0.0105336660421468,0.107107024462165,"B1R2",1,"Petunidins","trihydroxylated",0.218020615234969
"139","B1R3",1,"1st point",89.492,"Pet3G",34,52.5,4.94,42,60,1.54411764705882,27.5659216723348,0.0156206889476564,0.0223152699252234,0.189724966975584,"B1R3",1,"Petunidins","trihydroxylated",0.222910582710195
"140","B1R3",2,"1st point",74.804,"Pet3G",34,53,5.25,42,60,1.55882352941176,23.6526381006534,0.0134031615903702,0.0191473737005289,0.153178989604231,"B1R3",1,"Petunidins","trihydroxylated",0.191150143473767
"141","B1R3",3,"1st point",71.65,"Pet3G",34,54.5,5.1,42.3,60,1.60294117647059,23.3999884670264,0.0132599934646483,0.0188085013682955,0.15599992311351,"B1R3",1,"Petunidins","trihydroxylated",0.200134410298498
"142","B1R4",1,"1st point",84.69,"Pet3G",36,51.5,5.8,44.8,60,1.43055555555556,24.2857091109895,0.0145714254665937,0.019515301964188,0.150738884137176,"B1R4",1,"Petunidins","trihydroxylated",0.212884262265183
"143","B1R4",2,"1st point",90.269,"Pet3G",36,50,5.66,44.7,60,1.38888888888889,24.9915648367682,0.0149949389020609,0.020127434767867,0.158956949491812,"B1R4",1,"Petunidins","trihydroxylated",0.218161955134051
"144","B1R4",3,"1st point",65.418,"Pet3G",36,54,6.27,45,60,1.5,20.1923308407806,0.0121153985044684,0.0161538646726245,0.115936827793956,"B1R4",1,"Petunidins","trihydroxylated",0.183368294729163
"145","B2R1",1,"1st point",69.416,"Pet3G",50,50,6.32,54.9,60,1,14.1907167608973,0.0118255973007478,0.012924150055462,0.112268328804567,"B2R1",2,"Petunidins","trihydroxylated",0.208679311812268
"146","B2R1",2,"1st point",66.695,"Pet3G",50,53,5.99,54.9,60,1.06,14.5161229254058,0.0120967691045048,0.0132205126825189,0.121169640445791,"B2R1",2,"Petunidins","trihydroxylated",0.219219779925831
"147","B2R1",3,"1st point",75.154,"Pet3G",50,52,5.92,55.1,60,1.04,15.8467131132592,0.0132055942610493,0.0143799574530482,0.1338404823755,"B2R1",2,"Petunidins","trihydroxylated",0.231937798042434
"148","B2R2",1,"1st point",135.605,"Pet3G",54,52.5,6.6,59.6,60,0.972222222222222,25.5328819381117,0.0229795937443006,0.0231338192056717,0.20890539767546,"B2R2",2,"Petunidins","trihydroxylated",0.344712561553894
"149","B2R2",2,"1st point",125.557,"Pet3G",54,52,7.08,59.2,60,0.962962962962963,23.5250113144332,0.0211725101829898,0.0214586251854627,0.179428052398219,"B2R2",2,"Petunidins","trihydroxylated",0.31185037631467
"150","B2R2",3,"1st point",102.674,"Pet3G",54,54,6.92,59.3,60,1,20.2563742476746,0.0182307368229072,0.0184459394498218,0.158069972452952,"B2R2",2,"Petunidins","trihydroxylated",0.292348561006748
"151","B2R3",1,"1st point",64.562,"Pet3G",44,52,5.74,47,60,1.18181818181818,15.7246049773681,0.0115313769834032,0.0147209067873233,0.120537041638361,"B2R3",2,"Petunidins","trihydroxylated",0.184633572861572
"152","B2R3",2,"1st point",47.365,"Pet3G",44,51,5.77,47,60,1.15909090909091,11.7868108865419,0.00864366131679738,0.011034461255486,0.0898820934155706,"B2R3",2,"Petunidins","trihydroxylated",0.150099706365129
"153","B2R3",3,"1st point",42.282,"Pet3G",44,51.5,6.3,46.9,60,1.17045454545455,10.8173012037206,0.0079326875493951,0.0101484275685225,0.0755494052323343,"B2R3",2,"Petunidins","trihydroxylated",0.135213940361116
"154","B3R1",1,"1st point",86.402,"Pet3G",48,57,6.38,51.9,60,1.1875,20.5302788163414,0.0164242230530731,0.0189875411018187,0.154459777928588,"B3R1",3,"Petunidins","trihydroxylated",0.237570933795368
"155","B3R1",2,"1st point",67.316,"Pet3G",48,56,6.52,51.9,60,1.16666666666667,16.1090005471457,0.0128872004377166,0.0148984976158573,0.118593869058742,"B3R1",3,"Petunidins","trihydroxylated",0.204507138427868
"156","B3R1",3,"1st point",103.493,"Pet3G",48,57,5.99,51.9,60,1.1875,24.2318222232355,0.0193854577785884,0.022410933848079,0.194178208132772,"B3R1",3,"Petunidins","trihydroxylated",0.279743448841875
"157","B3R2",1,"1st point",83.358,"Pet3G",44,56,6.03,49.4,60,1.27272727272727,21.2971631323264,0.0156179196303727,0.0189691331542988,0.155402185376842,"B3R2",3,"Petunidins","trihydroxylated",0.240359360447444
"158","B3R2",2,"1st point",79.734,"Pet3G",44,52.5,5.42,49.4,60,1.19318181818182,19.1774544874239,0.0140634666241109,0.0170811335515517,0.155684132370231,"B3R2",3,"Petunidins","trihydroxylated",0.211251044136422
"159","B3R2",3,"1st point",82.46,"Pet3G",45,54,6.38,49.7,60,1.2,19.8836476381543,0.0149127357286157,0.0180033026904818,0.140245163591997,"B3R2",3,"Petunidins","trihydroxylated",0.225453923034835
"160","B3R3",1,"1st point",102.017,"Pet3G",46,52.5,6.39,51.1,60,1.14130434782609,22.981931305458,0.0176194806675178,0.0206882356174377,0.165441133028336,"B3R3",3,"Petunidins","trihydroxylated",0.244461467262448
"161","B3R3",2,"1st point",97.238,"Pet3G",46,53.5,6.05,51.4,60,1.16304347826087,22.4059700338596,0.0171779103592924,0.0200520354388627,0.170359441579759,"B3R3",3,"Petunidins","trihydroxylated",0.237478885950514
"162","B3R3",3,"1st point",111.656,"Pet3G",46,54,6.25,51.3,60,1.17391304347826,25.7022726371631,0.0197050756884917,0.0230468721502827,0.18916872660952,"B3R3",3,"Petunidins","trihydroxylated",0.271337508663141
"163","B1R2",1,"Harvest",181.209,"Peo3G",69,54.5,10.67,75.33,60,0.789855072463768,27.3129809662012,0.0314099281111314,0.0250178638877988,0.176625650109455,"B1R2",1,"Peonidins","dihydroxylated",0.646739529150708
"164","B1R2",2,"Harvest",147.553,"Peo3G",69,57,11.24,75.67,60,0.826086956521739,23.4951454693955,0.0270194172898049,0.0214241448049199,0.144231764892197,"B1R2",1,"Peonidins","dihydroxylated",0.552419438263724
"165","B1R2",3,"Harvest",184.068,"Peo3G",69,51.5,10.58,75.98,60,0.746376811594203,26.1986972909679,0.030128501884613,0.0237919204142772,0.170861069288921,"B1R2",1,"Peonidins","dihydroxylated",0.578645878472856
"166","B1R3",1,"Harvest",124.264,"Peo3G",47,52,8.71,52.66,60,1.1063829787234,26.7678293836656,0.0209681330172047,0.0238907706234767,0.144441788867082,"B1R3",1,"Peonidins","dihydroxylated",0.417779867469147
"167","B1R3",2,"Harvest",118.976,"Peo3G",47,57,8.71,52.89,60,1.21276595744681,28.1720245555896,0.0220680859018785,0.0250346975631067,0.152018961436592,"B1R3",1,"Peonidins","dihydroxylated",0.436330408535473
"168","B1R3",3,"Harvest",100.997,"Peo3G",47,57,8.76,52.14,60,1.21276595744681,24.1953112327853,0.0189529937990151,0.0218101194465076,0.129815026020652,"B1R3",1,"Peonidins","dihydroxylated",0.370983645814335
"169","B1R4",1,"Harvest",130.46,"Peo3G",47,53,8.05,51.76,60,1.12765957446809,28.5568938420883,0.0223695668429692,0.0259307189060694,0.16672969075505,"B1R4",1,"Peonidins","dihydroxylated",0.425581944799076
"170","B1R4",2,"Harvest",145.275,"Peo3G",47,52,7.04,51.59,60,1.1063829787234,31.007518015064,0.0242892224451334,0.0282487564781548,0.207010418566478,"B1R4",1,"Peonidins","dihydroxylated",0.443196768192595
"171","B1R4",3,"Harvest",137.727,"Peo3G",47,54.5,8.19,51.77,60,1.15957446808511,30.9019722469063,0.0242065449267433,0.0280547169326752,0.177337325470647,"B1R4",1,"Peonidins","dihydroxylated",0.438307262751535
"172","B2R1",1,"Harvest",186.269,"Peo3G",60,50.5,9.79,67.05,60,0.841666666666667,29.8813464344337,0.0298813464344337,0.026739459896585,0.183133890302965,"B2R1",2,"Peonidins","dihydroxylated",0.593765577542708
"173","B2R1",2,"Harvest",157.421,"Peo3G",60,53.5,10.54,67.21,60,0.891666666666667,26.9651025898231,0.0269651025898231,0.024072402252483,0.153501532769391,"B2R1",2,"Peonidins","dihydroxylated",0.542577361541735
"174","B2R1",3,"Harvest",176.395,"Peo3G",61,50.5,10.56,67.11,60,0.827868852459016,27.9006298155551,0.028365640312481,0.025360429425553,0.161168410866369,"B2R1",2,"Peonidins","dihydroxylated",0.571695735910998
"175","B2R2",1,"Harvest",223.059,"Peo3G",58,51,10.42,64.16,60,0.879310344827586,37.117817769029,0.0358805571767281,0.0335541370106559,0.206605895451409,"B2R2",2,"Peonidins","dihydroxylated",0.554522358198067
"176","B2R2",2,"Harvest",182.808,"Peo3G",58,53,10.23,64.18,60,0.913793103448276,31.8652137956191,0.0308030400024318,0.0287968588368013,0.180662991216609,"B2R2",2,"Peonidins","dihydroxylated",0.503809867469147
"177","B2R2",3,"Harvest",192.734,"Peo3G",58,54.5,10.71,64.23,60,0.939655172413793,34.4681386668511,0.0333192007112894,0.0311248955733671,0.186662188858764,"B2R2",2,"Peonidins","dihydroxylated",0.509194868381057
"178","B2R3",1,"Harvest",137.637,"Peo3G",52,53.5,7.54,57.23,60,1.02884615384615,27.4012522973106,0.0237477519910025,0.0248971714041613,0.188974153774556,"B2R3",2,"Peonidins","dihydroxylated",0.491965398808438
"179","B2R3",2,"Harvest",130.015,"Peo3G",52,59,7.01,56.82,60,1.13461538461538,28.6409577154562,0.0248221633533953,0.0262113657374819,0.2124578889021,"B2R3",2,"Peonidins","dihydroxylated",0.472700403064016
"180","B2R3",3,"Harvest",129.76,"Peo3G",52,54,7.31,57.06,60,1.03846153846154,26.165461776961,0.0226767335400328,0.023845145678268,0.186129139863471,"B2R3",2,"Peonidins","dihydroxylated",0.440810807951851
"181","B3R1",1,"Harvest",149.362,"Peo3G",56,57.5,8.93,62.67,60,1.02678571428571,29.5420838110002,0.0275726115569336,0.0263979047936176,0.18525830833326,"B3R1",3,"Peonidins","dihydroxylated",0.498123489269864
"182","B3R1",2,"Harvest",129.151,"Peo3G",56,55.5,9.59,62.56,60,0.991071428571429,24.8613241252182,0.0232039025168703,0.0222543822092746,0.145175615329741,"B3R1",3,"Peonidins","dihydroxylated",0.404654754696334
"183","B3R1",3,"Harvest",140.106,"Peo3G",56,52.5,8.9,62.95,60,0.9375,25.390587953675,0.0236978820900967,0.0225873379730866,0.159761002854584,"B3R1",3,"Peonidins","dihydroxylated",0.409775027357286
"184","B3R2",1,"Harvest",161.945,"Peo3G",55,56.5,9.17,61.52,60,1.02727272727273,31.9135959080132,0.0292541295823454,0.0285313357435099,0.191411971094954,"B3R2",3,"Peonidins","dihydroxylated",0.474395522828135
"185","B3R2",2,"Harvest",182.178,"Peo3G",55,52.5,9.66,61.82,60,0.954545454545455,33.176626100509,0.0304119072587999,0.0295165712637981,0.18889383390559,"B3R2",3,"Peonidins","dihydroxylated",0.491262534196608
"186","B3R2",3,"Harvest",158.2,"Peo3G",55,59,8.45,61.45,60,1.07272727272727,32.5930074776582,0.0298769235211867,0.0291719350898487,0.212143835653397,"B3R2",3,"Peonidins","dihydroxylated",0.50080960423126
"187","B3R3",1,"Harvest",196.329,"Peo3G",54,54,8.69,60.68,60,1,37.3373518147,0.03360361663323,0.0332270434738596,0.232015765016548,"B3R3",3,"Peonidins","dihydroxylated",0.547544603319351
"188","B3R3",2,"Harvest",187.399,"Peo3G",54,51,8.82,60.48,60,0.944444444444444,33.7248657466513,0.0303523791719861,0.0301114872737958,0.206478769877457,"B3R3",3,"Peonidins","dihydroxylated",0.482968108699617
"189","B3R3",3,"Harvest",178.367,"Peo3G",54,54,8.45,60.31,60,1,34.0614079883276,0.0306552671894948,0.0304976957613943,0.217670536256768,"B3R3",3,"Peonidins","dihydroxylated",0.482112814152836
"190","B1R2",1,"1st point",93.53,"Peo3G",56,55.5,6.57,60.8,60,0.991071428571429,18.4227037792137,0.0171945235272661,0.0169682797966442,0.157027612121152,"B1R2",1,"Peonidins","dihydroxylated",0.266494035199708
"191","B1R2",2,"1st point",84.24,"Peo3G",56,54.5,6.69,60.8,60,0.973214285714286,16.4418190315521,0.0153456977627819,0.0151437806869559,0.13762957634782,"B1R2",1,"Peonidins","dihydroxylated",0.243837950027357
"192","B1R2",3,"1st point",76.032,"Peo3G",56,55,5.95,60.5,60,0.982142857142857,15.122402686225,0.0141142425071433,0.0139975958748529,0.142328495870353,"B1R2",1,"Peonidins","dihydroxylated",0.218020615234969
"193","B1R3",1,"1st point",90.134,"Peo3G",34,52.5,4.94,42,60,1.54411764705882,27.7467211487915,0.0157231419843152,0.0224616314061645,0.190969335841884,"B1R3",1,"Peonidins","dihydroxylated",0.222910582710195
"194","B1R3",2,"1st point",76.032,"Peo3G",34,53,5.25,42,60,1.55882352941176,24.0017599854094,0.0136009973250654,0.0194299961786648,0.155439969429318,"B1R3",1,"Peonidins","dihydroxylated",0.191150143473767
"195","B1R3",3,"1st point",74.957,"Peo3G",34,54.5,5.1,42.3,60,1.60294117647059,24.3667815493879,0.0138078428779865,0.0195855927347326,0.162445210329253,"B1R3",1,"Peonidins","dihydroxylated",0.200134410298498
"196","B1R4",1,"1st point",96.637,"Peo3G",36,51.5,5.8,44.8,60,1.43055555555556,27.4027704318398,0.0164416622591039,0.0220200833827284,0.170086161301075,"B1R4",1,"Peonidins","dihydroxylated",0.212884262265183
"197","B1R4",2,"1st point",98.619,"Peo3G",36,50,5.66,44.7,60,1.38888888888889,27.106688349849,0.0162640130099094,0.0218308899461871,0.172410031907167,"B1R4",1,"Peonidins","dihydroxylated",0.218161955134051
"198","B1R4",3,"1st point",76.116,"Peo3G",36,54,6.27,45,60,1.5,23.1190133138793,0.0138714079883276,0.0184952106511034,0.132740746299785,"B1R4",1,"Peonidins","dihydroxylated",0.183368294729163
"199","B2R1",1,"1st point",80.496,"Peo3G",50,50,6.32,54.9,60,1,16.2115082983768,0.0135095902486473,0.0147645795067184,0.128255603626399,"B2R1",2,"Peonidins","dihydroxylated",0.208679311812268
"200","B2R1",2,"1st point",77.222,"Peo3G",50,53,5.99,54.9,60,1.06,16.5512533284698,0.0137927111070582,0.0150740012098996,0.138157373359514,"B2R1",2,"Peonidins","dihydroxylated",0.219219779925831
"201","B2R1",3,"1st point",86.46,"Peo3G",50,52,5.92,55.1,60,1.04,17.9912033558271,0.0149926694631893,0.0163259558582823,0.151952731045837,"B2R1",2,"Peonidins","dihydroxylated",0.231937798042434
"202","B2R2",1,"1st point",168.709,"Peo3G",54,52.5,6.6,59.6,60,0.972222222222222,31.4027423146291,0.0282624680831661,0.0284521490770129,0.256931528028783,"B2R2",2,"Peonidins","dihydroxylated",0.344712561553894
"203","B2R2",2,"1st point",139.036,"Peo3G",54,52,7.08,59.2,60,0.962962962962963,25.8922879472579,0.0233030591525321,0.023617965357296,0.197483552140102,"B2R2",2,"Peonidins","dihydroxylated",0.31185037631467
"204","B2R2",3,"1st point",122.414,"Peo3G",54,54,6.92,59.3,60,1,23.8565931059639,0.0214709337953675,0.0217243849531543,0.186164165855788,"B2R2",2,"Peonidins","dihydroxylated",0.292348561006748
"205","B2R3",1,"1st point",72.047,"Peo3G",44,52,5.74,47,60,1.18181818181818,17.3379387528394,0.0127144884187489,0.0162312618111688,0.132904060126295,"B2R3",2,"Peonidins","dihydroxylated",0.184633572861572
"206","B2R3",2,"1st point",58.309,"Peo3G",44,51,5.77,47,60,1.15909090909091,14.100341966077,0.0103402507751231,0.013200320138455,0.107524271491748,"B2R3",2,"Peonidins","dihydroxylated",0.150099706365129
"207","B2R3",3,"1st point",52.921,"Peo3G",44,51.5,6.3,46.9,60,1.17045454545455,13.0884056919735,0.00959816417411393,0.0122791012888451,0.0914110873725136,"B2R3",2,"Peonidins","dihydroxylated",0.135213940361116
"208","B3R1",1,"1st point",102.388,"Peo3G",48,57,6.38,51.9,60,1.1875,23.992502963706,0.0191940023709648,0.0221895981167223,0.18050785928807,"B3R1",3,"Peonidins","dihydroxylated",0.237570933795368
"209","B3R1",2,"1st point",93.83,"Peo3G",48,56,6.52,51.9,60,1.16666666666667,21.7506200984862,0.017400496078789,0.0201161804379063,0.160127264528733,"B3R1",3,"Peonidins","dihydroxylated",0.204507138427868
"210","B3R1",3,"1st point",125.977,"Peo3G",48,57,5.99,51.9,60,1.1875,29.1013735637425,0.023281098850994,0.0269145651456578,0.233199654600941,"B3R1",3,"Peonidins","dihydroxylated",0.279743448841875
"211","B3R2",1,"1st point",103.733,"Peo3G",44,56,6.03,49.4,60,1.27272727272727,26.0266576028385,0.0190862155754149,0.0231816383507064,0.189912592790198,"B3R2",3,"Peonidins","dihydroxylated",0.240359360447444
"212","B3R2",2,"1st point",99.46,"Peo3G",44,52.5,5.42,49.4,60,1.19318181818182,23.4701235637425,0.0172114239467445,0.0209045634980702,0.190532368414146,"B3R2",3,"Peonidins","dihydroxylated",0.211251044136422
"213","B3R2",3,"1st point",98.04,"Peo3G",45,54,6.38,49.7,60,1.2,23.2934597847894,0.017470094838592,0.0210906577528274,0.164295562745379,"B3R2",3,"Peonidins","dihydroxylated",0.225453923034835
"214","B3R3",1,"1st point",141.271,"Peo3G",46,52.5,6.39,51.1,60,1.14130434782609,31.1527795399218,0.0238837976472734,0.0280435980202819,0.22426101077252,"B3R3",3,"Peonidins","dihydroxylated",0.244461467262448
"215","B3R3",2,"1st point",131.737,"Peo3G",46,53.5,6.05,51.4,60,1.16304347826087,29.7238319628258,0.0227882711714998,0.0266010947527235,0.225999383519006,"B3R3",3,"Peonidins","dihydroxylated",0.237478885950514
"216","B3R3",3,"1st point",150.054,"Peo3G",46,54,6.25,51.3,60,1.17391304347826,33.923303650017,0.0260078661316797,0.0304185568791576,0.249675514864125,"B3R3",3,"Peonidins","dihydroxylated",0.271337508663141
"217","B1R2",1,"Harvest",1625.99,"M3G",69,54.5,10.67,75.33,60,0.789855072463768,235.441305140791,0.27075750091191,0.215657109447957,1.52253515039499,"B1R2",1,"Malvidins","trihydroxylated",0.646739529150708
"218","B1R2",2,"Harvest",1344.5,"M3G",69,57,11.24,75.67,60,0.826086956521739,203.831148450943,0.234405820718585,0.185864269104204,1.25127662305294,"B1R2",1,"Malvidins","trihydroxylated",0.552419438263724
"219","B1R2",3,"Harvest",1545.547,"M3G",69,51.5,10.58,75.98,60,0.746376811594203,211.53087950371,0.243260511429266,0.192098324371624,1.37954921415463,"B1R2",1,"Malvidins","trihydroxylated",0.578645878472856
"220","B1R3",1,"Harvest",1034.248,"M3G",47,52,8.71,52.66,60,1.1063829787234,210.388257709516,0.164804135205788,0.187775315464247,1.1352753286277,"B1R3",1,"Malvidins","trihydroxylated",0.417779867469147
"221","B1R3",2,"Harvest",998.653,"M3G",47,57,8.71,52.89,60,1.21276595744681,222.744761952806,0.174483396863031,0.197939190996065,1.20195221719654,"B1R3",1,"Malvidins","trihydroxylated",0.436330408535473
"222","B1R3",3,"Harvest",854.224,"M3G",47,57,8.76,52.14,60,1.21276595744681,190.79900698872,0.149459222141164,0.171989898896621,1.02369330233674,"B1R3",1,"Malvidins","trihydroxylated",0.370983645814335
"223","B1R4",1,"Harvest",1052.303,"M3G",47,53,8.05,51.76,60,1.12765957446809,218.147461981133,0.170882178551888,0.198085987502188,1.27365598920662,"B1R4",1,"Malvidins","trihydroxylated",0.425581944799076
"224","B1R4",2,"Harvest",1090.197,"M3G",47,52,7.04,51.59,60,1.1063829787234,221.677884059433,0.173647675846556,0.201955040720941,1.47995178278315,"B1R4",1,"Malvidins","trihydroxylated",0.443196768192595
"225","B1R4",3,"Harvest",1039.898,"M3G",47,54.5,8.19,51.77,60,1.15957446808511,221.697970322195,0.173663410085719,0.201271095328244,1.2722594145474,"B1R4",1,"Malvidins","trihydroxylated",0.438307262751535
"226","B2R1",1,"Harvest",1600.471,"M3G",60,50.5,9.79,67.05,60,0.841666666666667,246.968102468235,0.246968102468235,0.221000539121463,1.51359409071441,"B2R1",2,"Malvidins","trihydroxylated",0.593765577542708
"227","B2R1",2,"Harvest",1381.632,"M3G",60,53.5,10.54,67.21,60,0.891666666666667,226.051030305794,0.226051030305794,0.201801247111258,1.28681800933089,"B2R1",2,"Malvidins","trihydroxylated",0.542577361541735
"228","B2R1",3,"Harvest",1539.578,"M3G",61,50.5,10.56,67.11,60,0.827868852459016,233.725314459297,0.237620736366952,0.212445897511804,1.35011782026677,"B2R1",2,"Malvidins","trihydroxylated",0.571695735910998
"229","B2R2",1,"Harvest",1484.595,"M3G",58,51,10.42,64.16,60,0.879310344827586,239.430722232355,0.231449698157943,0.216442984561667,1.33272378977702,"B2R2",2,"Malvidins","trihydroxylated",0.554522358198067
"230","B2R2",2,"Harvest",1318.878,"M3G",58,53,10.23,64.18,60,0.913793103448276,221.201878219198,0.213828482278558,0.199901977823519,1.25412599576867,"B2R2",2,"Malvidins","trihydroxylated",0.503809867469147
"231","B2R2",3,"Harvest",1262.58,"M3G",58,54.5,10.71,64.23,60,0.939655172413793,217.814176891583,0.210553704328531,0.196687252992555,1.17957257326908,"B2R2",2,"Malvidins","trihydroxylated",0.509194868381057
"232","B2R3",1,"Harvest",1272.393,"M3G",52,53.5,7.54,57.23,60,1.02884615384615,240.330186485501,0.208286161620767,0.218367459326333,1.65744956196897,"B2R3",2,"Malvidins","trihydroxylated",0.491965398808438
"233","B2R3",2,"Harvest",1091.078,"M3G",52,59,7.01,56.82,60,1.13461538461538,227.516913466799,0.19718132500456,0.208216816266694,1.68771462200764,"B2R3",2,"Malvidins","trihydroxylated",0.472700403064016
"234","B2R3",3,"Harvest",1122.037,"M3G",52,54,7.31,57.06,60,1.03846153846154,214.099348335414,0.185552768557359,0.195113321301114,1.52300494027928,"B2R3",2,"Malvidins","trihydroxylated",0.440810807951851
"235","B3R1",1,"Harvest",1183.416,"M3G",56,57.5,8.93,62.67,60,1.02678571428571,223.186416293218,0.20830732187367,0.19943257240179,1.39960126678838,"B3R1",3,"Malvidins","trihydroxylated",0.498123489269864
"236","B3R1",2,"Harvest",996.672,"M3G",56,55.5,9.59,62.56,60,0.991071428571429,181.668779311378,0.169557527357286,0.162619111915556,1.06083958721973,"B3R1",3,"Malvidins","trihydroxylated",0.404654754696334
