13,1562869382,1809,20190711 11:23:01,11:23:01,1,B3_R1,4,null,null,37,null,1562869374,0.003477683,12.8110831,398.6115335,173.3084907,17.46199219,40.16278404,0.100093434,2.270487662,0.097705096,0.061275521,297.4138918,39.30163106,38.45733226,6.824055632,50.71626506,3.420067664,6.743532197,3.403987968,-153.3658221,-26.87849987,-2.855837285,114.3137326,-0.041737594,0.046854106,3.491916417,0,0,1,0,51503,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4081-20190711-11_23_55,2.344796154,1.8984,-0.23514336,0.5,1517.41769,12.8110831,-178.4053468,806.7522124,0.009149592,1601.965655,DARK-4082-20190711-11_23_57,-1529.64,1531.5384,-0.000291469,0.66506986,0.000612989,1.314849306,4081,300,300,300,10377.8,1.8984,-0.00713211,1.37575,1800.020968,1517.41769,0.843000008,0.196000016,6,0.5,0: Broadleaf,1562869374,398.6115484,415.6483548,33.94382258,29.91225484,499.9996129,100.7330645,0.023638871,38.23774839,38.45733226,999.9,0,0,9991.976129,0,1592.164839,1800.020968,0.899999226,0.100000823,0,2.361951613,0,14410.26452,14405.73871,50.06422581,51.84654839,50.68522581,50.20948387,49.84248387,1620.018387,180.0025806,0,155.5,2.344796154,-0.290622223,-1369.418804,14393.02692,15,1562867525,10:52:04,1,11.953,0.241,421,18,0.09,0.02,-16.98814634,-0.435940767,0.146087203,1,2.324428571,-0.059002403,0.211592973,1,4.033661707,0.034136028,0.024961126,1,3,3,3-Mar,1.87408,1.87088,1.87042,1.87255,1.86966,1.87913,1.87607,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.953,0.241,2,491.73,482.677,36.6422,37.0005,30.0008,36.7157,36.7354,20.5549,31.9405,67.0103,-999.9,415.996,29.7862,100.465,100.65
14,1562869469,1896.5,20190711 11:24:29,11:24:29,2,B3_R1,4,null,null,37,null,1562869461,0.00459079,14.70226109,398.4344989,205.9594222,20.75167661,40.14472261,0.137595385,2.270810041,0.133125748,0.083593077,297.4106156,39.01646038,38.16149677,6.715763526,50.44278241,3.415920502,6.771871692,3.299843023,-202.4538407,18.82761275,1.99804458,115.7824322,-0.041746346,0.046863931,3.492494914,0,0,1,0,51237,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4083-20190711-11_25_22,2.3211,4.06478,0.428972786,0.5,1517.405961,14.70226109,325.4629312,689.770364,0.010395986,747.643223,DARK-4084-20190711-11_25_24,-2799.7,2803.76478,0.000621907,0.5201309,-0.002401558,1.313912673,4083,300,300,300,10337.9,1.4424,-0.00710437,1.60415,1800.007742,1517.405961,0.842999686,0.195999372,6,0.5,0: Broadleaf,1562869461,398.4345161,418.2717097,33.90285161,28.5808,500.0119677,100.7330323,0.02310889,38.3152871,38.16149677,999.9,0,0,9994.074516,0,1926.640645,1800.007742,0.900010194,0.099989652,0,2.33583871,0,17553.89677,14405.69032,49.556,51.437,50.173,49.74390323,49.37296774,1620.025806,179.9819355,0,87.10000014,2.3211,0.014974346,-3345.459829,17517.26538,15,1562867525,10:52:04,1,11.953,0.241,421,18,0.09,0.02,-19.56366098,-5.848538676,0.617522531,0,2.346588571,-0.044216572,0.209131539,1,5.33081561,-0.055860836,0.023930526,1,2,3,3-Feb,1.87408,1.8709,1.87042,1.87255,1.86966,1.87912,1.87608,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.953,0.241,2,503.867,487.299,36.7971,37.1589,30.0009,36.8555,36.8725,20.6685,33.5404,64.3416,-999.9,419.121,28.432,100.443,100.625
15,1562869590,2017,20190711 11:26:29,11:26:29,3,B3_R1,4,null,null,37,null,1562869582,0.002376686,10.18318059,398.4029236,133.462419,13.44792437,40.14382796,0.066219734,2.269303683,0.065164671,0.040821312,297.4109622,40.18748242,38.80532258,6.953375433,49.98976626,3.468439768,6.93829963,3.484935666,-104.8118648,-4.927648239,-0.526047196,187.1454019,-0.041705462,0.046818034,3.489792101,0,0,1,0,51375,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4085-20190711-11_27_23,2.397642308,1.926,-0.24488178,0.5,1517.399081,10.18318059,-185.7916937,1408.383178,0.007417858,1578.994808,DARK-4086-20190711-11_27_25,-2710.62,2712.546,-0.000173874,0.528555414,0.000647682,1.314837373,4085,300,300,300,10379.5,1.926,-0.00713336,1.73869,1799.998387,1517.399081,0.843000245,0.196000489,6,0.5,0: Broadleaf,1562869582,398.4029355,411.7588387,34.42214194,31.66832581,500.0062903,100.7394839,0.022397081,38.76504516,38.80532258,999.9,0,0,9983.647419,0,514.9189065,1799.998387,0.899991548,0.100008455,0,2.400125806,0,18957.38065,14405.53226,49.22358065,51.2113871,49.812,49.687,49.125,1619.983871,180.0145161,0,120,2.397642308,-0.693952149,-2912.294019,18925.86154,15,1562867525,10:52:04,1,11.953,0.241,421,18,0.09,0.02,-13.27317073,-0.625578397,0.230725143,0,2.389402857,0.392261685,0.194106095,1,2.77703878,-0.43132223,0.043465917,0,1,3,3-Jan,1.87408,1.8709,1.87042,1.87255,1.86966,1.87916,1.87614,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.953,0.241,2,490.358,489.826,37.1283,37.4059,30.0007,37.0879,37.1095,20.4975,25.9516,67.1932,-999.9,412.144,31.7881,100.407,100.595
16,1562869701,2128.5,20190711 11:28:21,11:28:21,1,B3_R1,5,null,null,37,null,1562869693,0.005037717,14.50517541,397.6149831,231.2683735,23.30041781,40.05993166,0.159921995,2.272032757,0.153921315,0.096721199,297.406909,39.10259638,37.85497419,6.605135245,50.64037126,3.472570478,6.85731639,3.132564766,-222.1633205,84.81235342,8.992489902,169.0484318,-0.04177955,0.046901205,3.494689338,14,3,1,0,51467,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4087-20190711-11_29_14,2.382226923,2.0156,-0.181894683,0.5,1517.380848,14.50517541,-138.0017542,361.2599722,0.010266272,1508.758881,DARK-4088-20190711-11_29_16,-726.14,728.1556,-0.000503501,0.806814797,0.000503531,1.314798635,4087,300,300,300,10441.4,2.0156,-0.00717657,2.3255,1799.977097,1517.380848,0.843000087,0.196000173,6,0.5,0: Broadleaf,1562869693,397.615,417.4243548,34.46700968,28.63027097,500.0136774,100.7287742,0.021784413,38.54737742,37.85497419,999.9,0,0,10002.44645,0,1758.559677,1799.977097,0.899998032,0.10000211,0,2.386758065,0,16009.50645,14405.3871,48.782,50.93506452,49.43906452,49.36877419,48.82419355,1619.974194,180.0029032,0,111,2.382226923,0.129063221,-4133.114529,15963.41538,15,1562867525,10:52:04,1,11.953,0.241,421,18,0.09,0.02,-19.8826,2.507782578,0.286941956,0,2.373608571,0.219777377,0.276760633,1,5.836150488,-0.177380488,0.03065811,0,1,3,3-Jan,1.87408,1.87092,1.87043,1.87256,1.86966,1.87912,1.87611,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.953,0.241,2,471.48,480.963,37.3317,37.5533,30.0002,37.2446,37.2594,20.66,34.4069,67.0326,-999.9,418.276,28.5444,100.387,100.594
17,1562869805,2232.5,20190711 11:30:05,11:30:05,2,B3_R1,5,null,null,37,null,1562869797,0.007265426,19.1617698,399.5358162,251.7121578,25.3587615,40.2512678,0.244916207,2.270687958,0.231129764,0.145630051,297.4113365,38.22262954,37.4463871,6.460131475,50.71957149,3.449013991,6.800163901,3.011117484,-320.4053013,115.8103475,12.25308907,105.0694717,-0.041743032,0.04686021,3.492275837,0,0,1,0,50999,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4089-20190711-11_30_58,2.392561538,1.872,-0.278077745,0.5,1517.40805,19.1617698,-210.9787043,850.6260684,0.01333487,1624.571581,DARK-4090-20190711-11_31_00,-1590.5,1592.372,-0.00032691,0.656340144,0.000714807,1.31486072,4089,300,300,300,10320,1.872,-0.00709229,1.57668,1800.01,1517.40805,0.842999789,0.195999577,6,0.5,0: Broadleaf,1562869797,399.5358387,426.0139677,34.23506129,25.81482258,499.9877742,100.7226452,0.022434926,38.39241613,37.4463871,999.9,0,0,9994.311613,0,1536.484839,1800.01,0.900006806,0.099993368,0,2.384048387,0,19298.12258,14405.69032,48.433,50.633,49.133,48.94512903,48.419,1620.022258,179.9883871,0,103.0999999,2.392561538,0.360827356,-8159.743579,19252.23462,15,1562867525,10:52:04,1,11.953,0.241,421,18,0.09,0.02,-26.48682195,1.211155401,0.223784539,0,2.358691429,0.428992243,0.185824721,1,8.39826,0.331756934,0.043896152,0,1,3,3-Jan,1.87408,1.87093,1.87043,1.87256,1.86966,1.87915,1.8761,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.953,0.241,2,494.266,483.807,37.3757,37.5783,29.9999,37.2989,37.3168,20.9288,38.8139,61.6878,-999.9,426.034,25.7662,100.391,100.592
18,1562869910,2337,20190711 11:31:49,11:31:49,3,B3_R1,5,null,null,37,null,1562869902,0.005496534,15.72326622,398.6272398,230.9513356,23.26749273,40.16021981,0.172539243,2.274112203,0.165582608,0.104090784,297.4049245,38.90950308,37.74133871,6.564526314,49.48490832,3.385385096,6.841247586,3.179141218,-242.3971678,93.49425977,9.896456629,158.3984732,-0.041836058,0.046964641,3.498422464,8,2,1,0,51535,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4091-20190711-11_32_43,2.400719231,2.6728,0.101796157,0.5,1517.370049,15.72326622,77.23122011,499.6680635,0.01106911,1137.532625,DARK-4092-20190711-11_32_45,-1332.84,1335.5128,0.000203728,0.694803412,-0.000374018,1.314514495,4091,300,300,300,10439.1,2.6728,-0.00717532,2.46986,1799.964194,1517.370049,0.84300013,0.19600026,6,0.5,0: Broadleaf,1562869902,398.6272581,420.1230645,33.60307097,27.22928387,500.0324516,100.7237742,0.02252661,38.50392258,37.74133871,999.9,0,0,10016.47226,0,96.46760968,1799.964194,0.899995774,0.100004145,0,2.361180645,0,19144.79355,14405.28387,48.23577419,50.34045161,48.8363871,48.79,48.22358065,1619.959677,180.0041935,0,103.5,2.400719231,-0.730758987,-5902.813675,19120.94231,15,1562867525,10:52:04,1,11.953,0.241,421,18,0.09,0.02,-21.79548049,6.198008362,0.619606901,0,2.422951429,-0.584796796,0.256659459,1,6.385062195,0.132050383,0.065654514,0,1,3,3-Jan,1.87408,1.87089,1.87042,1.87253,1.86966,1.87916,1.87608,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.953,0.241,2,478.715,484.601,37.4149,37.5427,30.0002,37.3095,37.3314,20.7709,33.3199,60.1508,-999.9,420.386,27.331,100.399,100.608
19,1562870578,3005.5,20190711 11:42:58,11:42:58,1,B3_R2,2,null,null,37,null,1562870570,0.006037753,18.03457302,399.164463,237.5415733,23.93100384,40.21361887,0.206070155,2.268934756,0.196208494,0.123477003,297.4088564,37.57141759,36.69209355,6.199686579,50.51805972,3.244878843,6.423205603,2.954807736,-266.264919,79.38434734,8.3325767,118.8608615,-0.041695453,0.046806798,3.489130259,0,0,1,0,51815,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4093-20190711-11_43_51,2.425084615,2.0764,-0.167927478,0.5,1517.39041,18.03457302,-127.4057723,2.887882874,0.012592173,1464.550954,DARK-4094-20190711-11_43_53,-3.92,5.9964,-0.058148992,0.998032025,0.000478929,1.314772348,4093,300,300,300,10458.3,2.0764,-0.0071898,1.70293,1799.988387,1517.39041,0.843000111,0.196000222,6,0.5,0: Broadleaf,1562870570,399.1644839,423.6970645,32.20899677,25.19733548,500.019871,100.7233548,0.021131726,37.34106774,36.69209355,999.9,0,0,9982.849677,0,2028.486774,1799.988387,0.899997032,0.100002942,0,2.433319355,0,17079.36774,14405.47742,47.387,49.3586129,47.96341935,48.07222581,47.34654839,1619.982903,180.0054839,0,667.4000001,2.425084615,0.185264959,-2517.104274,17069.29615,15,1562867525,10:52:04,1,11.953,0.241,421,18,0.09,0.02,-24.61577073,2.183372822,0.244182289,0,2.432745714,-0.014108806,0.168984894,1,7.058788049,-1.204786829,0.121150358,0,1,3,3-Jan,1.87403,1.87088,1.87042,1.87243,1.86966,1.87912,1.87607,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.953,0.241,2,489.934,479.483,36.2881,37.7487,29.9998,37.5651,37.5866,20.9116,39.2214,62.2606,-999.9,423.831,25.3149,100.317,100.545
20,1562870768,3195,20190711 11:46:07,11:46:07,2,B3_R2,2,null,null,37,null,1562870760,0.006799779,17.31727407,398.6258831,249.9343615,25.1806255,40.16114078,0.219698754,2.272090877,0.208542198,0.131294018,297.4087258,37.89335204,37.3693871,6.433116559,49.91170734,3.306863094,6.625425717,3.126253465,-299.8702543,66.40817709,7.002956791,70.94960536,-0.041781129,0.046902978,3.494793658,0,0,1,0,51554,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4095-20190711-11_47_01,2.374784615,1.5612,-0.521127732,0.5,1517.390584,17.31727407,-395.3771569,1352.639764,0.012119453,1948.186523,DARK-4096-20190711-11_47_03,-2110.18,2111.7412,-0.000385267,0.590211769,0.001116694,1.314995094,4095,300,300,300,10357.6,1.5612,-0.00711855,1.11873,1799.98871,1517.390584,0.843000056,0.196000113,6,0.5,0: Broadleaf,1562870760,398.6259032,422.6587742,32.82280323,24.93107097,500.0112258,100.726129,0.022825023,37.91152581,37.3693871,999.9,0,0,10003.0871,0,1901.824839,1799.98871,0.899998194,0.100001806,0,2.376596774,0,16498.46452,14405.49032,48.48164516,50.52596774,49.07232258,49.05619355,48.39696774,1619.986452,180.0022581,0,188.7,2.374784615,0.707487171,-2992.492303,16479.26923,15,1562867525,10:52:04,1,11.953,0.241,421,18,0.09,0.02,-24.08143659,0.784570035,0.122361788,0,2.413468571,-0.118947945,0.189482329,1,7.949906585,-1.094901742,0.111351878,0,1,3,3-Jan,1.87408,1.87088,1.87042,1.87254,1.86966,1.87913,1.87607,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.953,0.241,2,492.047,480.697,36.6013,37.7516,30.0005,37.5757,37.6068,20.8915,37.3779,56.5114,-999.9,423.366,25.0891,100.326,100.54
21,1562870881,3308,20190711 11:48:00,11:48:00,3,B3_R2,2,null,null,37,null,1562870873,0.003018495,10.64266969,398.7396649,181.1951932,18.25521609,40.17258194,0.086240421,2.270977387,0.084461475,0.052945196,297.4056727,39.51522491,38.32132903,6.774084281,49.57092479,3.354495993,6.767063569,3.419588289,-133.1156102,-2.347947696,-0.249329298,161.6927856,-0.04175089,0.046869031,3.492795223,0,0,1,0,51174,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4097-20190711-11_48_54,2.366392308,1.95,-0.213534517,0.5,1517.375806,10.64266969,-162.0060548,3055.482051,0.00772079,1559.548718,DARK-4098-20190711-11_48_56,-5956.24,5958.19,-6.99E-05,0.33792813,0.000571828,1.314826997,4097,300,300,300,10403.4,1.95,-0.00715015,1.34301,1799.97129,1517.375806,0.843000005,0.19600001,6,0.5,0: Broadleaf,1562870873,398.7396774,412.9547742,33.29560968,29.79412258,500.0147419,100.7259355,0.022962797,38.30215161,38.32132903,999.9,0,0,9995.866452,0,653.4845161,1799.97129,0.899999774,0.100000177,0,2.347445161,0,16656.73871,14405.35806,49.167,51.18706452,49.82629032,49.792,49.08841935,1619.973871,179.9974194,0,112,2.366392308,-0.540218801,-4147.186317,16623.72308,15,1562867525,10:52:04,1,11.953,0.241,421,18,0.09,0.02,-14.22729756,0.848594425,0.176893717,0,2.379142857,-0.240074656,0.242969472,1,3.445789024,1.025396446,0.103994137,0,1,3,3-Jan,1.87407,1.87089,1.87042,1.87254,1.86966,1.87914,1.87607,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.953,0.241,2,492.003,485.547,36.8826,37.8832,30.0006,37.6882,37.7159,20.6146,25.0317,57.9483,-999.9,413.264,29.8193,100.298,100.536
22,1562871002,3429.5,20190711 11:50:02,11:50:02,1,B3_R2,3,null,null,37,null,1562870994,0.005255834,15.57130046,398.7276915,222.7738889,22.44497309,40.1727166,0.161734219,2.27010717,0.155594585,0.097778818,297.4106297,38.87108962,38.04576129,6.673805525,50.62312046,3.441331941,6.797945109,3.232473583,-231.7822638,41.68665161,4.424335274,111.7393528,-0.041727266,0.046842512,3.491233682,13,3,1,0,51477,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4099-20190711-11_50_55,2.384407692,1.77,-0.34712299,0.5,1517.402071,15.57130046,-263.362572,2.570621469,0.010968728,1718.248588,DARK-4100-20190711-11_50_57,-2.78,4.55,-0.135034658,0.998506164,0.000843553,1.31490482,4099,300,300,300,10402.1,1.77,-0.00715003,1.18447,1800.002581,1517.402071,0.842999942,0.195999884,6,0.5,0: Broadleaf,1562870994,398.7277097,419.927871,34.15637419,28.06484839,500.004129,100.7290968,0.023164632,38.38637742,38.04576129,999.9,0,0,9989.897097,0,1555.970323,1800.002581,0.900002129,0.099997768,0,2.356429032,0,16012.38065,14405.62581,49.74187097,51.75,50.34654839,50.22967742,49.58029032,1620.005806,179.9967742,0,120.5,2.384407692,0.395111101,-4623.172649,15993.38462,15,1562867525,10:52:04,1,11.953,0.241,421,18,0.09,0.02,-21.28055854,1.476629268,0.174810929,0,2.36588,0.332085323,0.202710231,1,6.10929122,-0.665145157,0.07257134,0,1,3,3-Jan,1.87408,1.87091,1.87046,1.87255,1.86966,1.87914,1.87607,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.953,0.241,2,473.332,482.318,37.0716,38.0081,30.0006,37.7847,37.8061,20.8472,32.2937,60.141,-999.9,420.481,27.9648,100.277,100.515
23,1562871140,3567.4,20190711 11:52:20,11:52:20,2,B3_R2,3,null,null,37,null,1562871132,0.007094069,18.69628561,397.1268167,242.8582504,24.46885023,40.01196824,0.227789601,2.271131678,0.215815461,0.135908016,297.4089443,38.49525758,37.86088065,6.607251929,50.30134997,3.460854029,6.880240851,3.1463979,-312.8484574,91.6275278,9.722120244,85.91013493,-0.041755079,0.046873734,3.493072113,0,0,1,0,50989,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4101-20190711-11_53_14,2.378007692,1.5956,-0.490353279,0.5,1517.3907,18.69628561,-372.0287528,1812.255954,0.013028257,1906.163449,DARK-4102-20190711-11_53_15,-2890.04,2891.6356,-0.000270576,0.51262734,0.001073952,1.314980222,4101,300,300,300,10386.6,1.5956,-0.0071388,1.75102,1799.98871,1517.3907,0.843000121,0.196000242,6,0.5,0: Broadleaf,1562871132,397.1268387,422.942871,34.34967097,26.12926774,500.0039677,100.7292258,0.024403906,38.60921935,37.86088065,999.9,0,0,9996.542903,0,1744.972258,1799.98871,0.89999629,0.10000371,0,2.378964516,0,15274.22581,14405.47419,49.55212903,51.637,50.18106452,49.88883871,49.43912903,1619.982581,180.006129,0,137.3,2.378007692,-0.080642732,-2598.170942,15250.06538,15,1562867525,10:52:04,1,11.953,0.241,421,18,0.09,0.02,-26.17439512,6.327309408,0.647800587,0,2.3502,0.370248853,0.235202823,1,8.25023561,-0.630290174,0.063766098,0,1,3,3-Jan,1.87408,1.8709,1.87046,1.87255,1.86966,1.87915,1.87607,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.953,0.241,2,498.726,479.121,37.3242,38.1373,30.0004,37.8967,37.9183,20.9164,36.4622,59.0143,-999.9,423.77,26.2689,100.258,100.49
1,1562871589,0,20190711 11:59:48,11:59:48,3,B3_R2,3,null,null,null,null,1562871581,0.007347879,18.54874328,399.6026233,245.2400272,24.70777368,40.25970512,0.227081975,2.273482231,0.215191641,0.13551117,297.4111666,38.84197639,38.4153871,6.808609827,50.35013541,3.545217902,7.041128833,3.263391925,-324.0414432,76.34640487,8.130761596,57.84688983,-0.041818934,0.046945417,3.497291357,0,0,1,0,50961,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4093-20190711-12_00_41,2.374853846,4.18969,0.433167168,0.5,1517.403087,18.54874328,328.6445993,1.391437075,0.012930917,725.3234273,DARK-4094-20190711-12_00_43,-1.64,5.82969,0.311309204,0.998085305,-0.00249999,1.313858668,4093,300,300,300,10406.8,2.7304,-0.00715398,1.4281,1800.003548,1517.403087,0.843000053,0.196000106,6,0.5,0: Broadleaf,1562871581,399.6026452,425.3823548,35.18849355,26.68205806,500.0438387,100.723129,0.026222368,39.03827742,38.4153871,999.9,0,0,10012.43645,0,1025.560032,1800.003548,0.899998484,0.100001516,0,2.34456129,0,12000.99355,14405.59032,49.22764516,51.46545161,49.909,49.875,49.20325806,1620,180.0035484,0,1562871641,2.374853846,0.075001702,-15.93504266,11998.78077,15,1562871470,11:57:49,1,12.076,0.621,399,35,0.01,0.01,-25.85304878,1.371359582,0.148494949,0,2.4217,0,0,0,8.54214,-0.72761101,0.072656147,0,0,3,0/3,1.8742,1.87102,1.87056,1.87264,1.86977,1.87927,1.8762,1.87156,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.076,0.621,2,494.364,475.674,37.9297,38.5867,30.0005,38.3323,38.3515,20.9657,40.8299,67.2864,-999.9,425.731,26.7572,100.182,100.437
2,1562871727,138,20190711 12:02:06,12:02:06,1,B3_R2,6,null,null,null,null,1562871719,0.004436236,12.91700341,397.2364364,216.4435937,21.80610802,40.02049908,0.129788994,2.270922624,0.125804421,0.078975571,297.4049751,40.08287978,39.0434129,7.043074124,51.43822972,3.679480925,7.153202871,3.363593199,-195.637999,35.35145941,3.785855546,140.904291,-0.041749403,0.046867362,3.492696948,0,0,1,0,51101,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4095-20190711-12_03_00,2.330523077,1.8076,-0.289291368,0.5,1517.374461,12.91700341,-219.4816669,2.803496349,0.009219658,1682.486391,DARK-4096-20190711-12_03_01,-3.26,5.0676,-0.103189493,0.99833649,0.000717986,1.314888564,4095,300,300,300,10384.9,1.8076,-0.00713718,2.37989,1799.97,1517.374461,0.842999862,0.195999724,6,0.5,0: Broadleaf,1562871719,397.2364516,414.8520645,36.52188065,31.39266774,499.9850323,100.7265806,0.020720981,39.33216129,39.0434129,999.9,0,0,9995.446452,0,1903.554839,1799.97,0.900004516,0.099995484,0,2.338080645,0,22553.46129,14405.35484,49.006,51.21951613,49.625,49.625,49,1619.98129,179.9887097,0,137.3,2.330523077,0.204294018,-11453.14873,22451.37692,15,1562871470,11:57:49,1,12.076,0.621,399,35,0.01,0.01,-18.55531951,18.6776007,1.926571229,0,2.4589,0,0,0,5.015613415,1.969308084,0.216011043,0,0,3,0/3,1.87414,1.87101,1.87056,1.87262,1.8698,1.87922,1.8762,1.87151,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.076,0.621,2,488.46,482.053,38.0108,38.6613,30.0003,38.4173,38.4356,20.6435,31.1713,65.5908,-999.9,415.169,30.9245,100.168,100.43
3,1562871836,247.5,20190711 12:03:56,12:03:56,2,B3_R2,6,null,null,null,null,1562871828,0.003375505,9.543880161,399.6483759,209.3529457,21.09237983,40.26470855,0.090568432,2.273897807,0.088611096,0.05555427,297.4088153,40.54713018,39.51091935,7.222126959,49.86555997,3.590133933,7.199626225,3.631993026,-148.8597867,-7.133969126,-0.765148571,140.6499109,-0.04183023,0.046958098,3.498037504,0,0,1,0,51090,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4097-20190711-12_04_49,2.302719231,2.0372,-0.130335377,0.5,1517.393555,9.543880161,-98.88503079,4176.613587,0.00699657,1492.751227,DARK-4098-20190711-12_04_51,-8506.56,8508.5972,-3.12E-05,0.263301318,0.000364679,1.314789296,4097,300,300,300,10384.9,2.0372,-0.00713694,2.13095,1799.992581,1517.393555,0.842999894,0.195999788,6,0.5,0: Broadleaf,1562871828,399.6483871,412.7190968,35.63396452,31.72792581,500.0292581,100.7253871,0.024949884,39.45272581,39.51091935,999.9,0,0,10014.91645,0,1701.476452,1799.992581,0.900004,0.099996,0,2.325270968,0,15072.34194,14405.53226,48.931,51.22358065,49.5,49.625,48.937,1619.999677,179.9929032,0,108.9000001,2.302719231,0.289958977,-515.3572643,15065.19231,15,1562871470,11:57:49,1,12.076,0.621,399,35,0.01,0.01,-13.14430488,2.481641812,0.288035994,0,2.1696,0,0,0,3.954876829,-1.125097631,0.118036479,0,0,3,0/3,1.87418,1.87103,1.87057,1.87258,1.86974,1.87923,1.87619,1.87154,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.076,0.621,2,496.889,480.922,38.1588,38.7411,30.0004,38.4946,38.5158,20.5752,28.273,65.9151,-999.9,412.693,31.9025,100.16,100.417
4,1562871992,403,20190711 12:06:31,12:06:31,3,B3_R2,6,null,null,null,null,1562871984,0.004183943,10.94472439,399.8501807,225.7134748,22.74025395,40.28423495,0.115300603,2.270763468,0.112144115,0.070366472,297.4077659,40.59220359,39.43291935,7.19198187,49.66766122,3.635173672,7.318995062,3.556808198,-184.5118716,40.00099502,4.300923275,157.1978126,-0.041745082,0.046862511,3.492411338,0,0,1,0,51171,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4099-20190711-12_07_24,2.535126923,2.6212,0.032837279,0.5,1517.385445,10.94472439,24.91340496,910.01877,0.007919803,1159.945369,DARK-4100-20190711-12_07_26,-2382.72,2385.3412,3.61E-05,0.560369789,-0.000118313,1.314536804,4099,300,300,300,10390.4,2.6212,-0.00714071,1.2838,1799.982581,1517.385445,0.843000072,0.196000144,6,0.5,0: Broadleaf,1562871984,399.8501935,414.9906452,36.08172903,31.24239677,500.0250323,100.7240968,0.0242257,39.75966774,39.43291935,999.9,0,0,9994.658387,0,500.6500968,1799.982581,0.899997935,0.100002068,0,2.560009677,0,17247.4,14405.43871,49,51.381,49.562,49.812,49.05,1619.98,180.0025806,0,154.8,2.535126923,-0.271894018,-4311.846157,17214.81154,15,1562871470,11:57:49,1,12.076,0.621,399,35,0.01,0.01,-15.15953659,0.388085017,0.053235939,1,2.7144,0,0,0,4.850195854,-0.248817282,0.035786811,0,1,3,3-Jan,1.87419,1.87103,1.87057,1.87268,1.8698,1.87925,1.87622,1.87162,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.076,0.621,2,505.482,480.287,38.3892,38.8889,30.0003,38.6234,38.6457,20.6597,28.6938,65.1532,-999.9,415.004,31.701,100.132,100.39
