,s,s,,,,,,,,,,s,mol mâ»Â² sâ»Â¹,Âµmol mâ»Â² sâ»Â¹,Âµmol molâ»Â¹,Âµmol molâ»Â¹,Pa,Pa,mol mâ»Â² sâ»Â¹,mol mâ»Â² sâ»Â¹,mol mâ»Â² sâ»Â¹,mol mâ»Â² sâ»Â¹,W mâ»Â²,Â°C,Â°C,kPa,%,kPa,kPa,kPa,W mâ»Â²,W mâ»Â²,W mâ»Â²,W mâ»Â²,,,,Âµmol sâ»Â¹,%,,%,Âµmol sâ»Â¹,,,,,,Âµmol mâ»Â² sâ»Â¹,,,,,,Âµmol mâ»Â² sâ»Â¹,Âµmol mâ»Â² sâ»Â¹,Âµmol mâ»Â² sâ»Â¹,,Âµmol Âµmolâ»Â¹,,,,,,,,,,ms,ms,ms,Âµmol mâ»Â² sâ»Â¹,,mol mâ»Â² sâ»Â²,,Âµmol mâ»Â² sâ»Â¹,Âµmol mâ»Â² sâ»Â¹,,J/Âµmol,cmÂ²,,,s,Âµmol molâ»Â¹,Âµmol molâ»Â¹,mmol molâ»Â¹,mmol molâ»Â¹,Âµmol sâ»Â¹,kPa,kPa,Â°C,Â°C,Â°C,Â°C,Â°C,rpm,Âµmol mâ»Â² sâ»Â¹,Âµmol mâ»Â² sâ»Â¹,Âµmol mâ»Â² sâ»Â¹,,,,,Âµmol mâ»Â² sâ»Â¹,,,Â°C,Â°C,Â°C,Â°C,Â°C,Âµmol mâ»Â² sâ»Â¹,Âµmol mâ»Â² sâ»Â¹,Âµmol mâ»Â² sâ»Â¹,s,,minâ»Â¹,minâ»Â¹,,s,secs,,,Âµmol/mol,mmol/mol,Âµmol/mol,mmol/mol,%,%,Âµmol molâ»Â¹,Âµmol molâ»Â¹ minâ»Â¹,Âµmol molâ»Â¹,,, minâ»Â¹,,,mmol molâ»Â¹,mmol molâ»Â¹ minâ»Â¹,mmol molâ»Â¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,Âµmol/mol,mmol/mol,,Âµmol sâ»Â¹,Âµmol sâ»Â¹,Â°C,Â°C,Â°C,Â°C,Â°C,%,%,%,Â°C,Âµmol molâ»Â¹,mmol molâ»Â¹,%,%
1,1562857520,0,20190711 08:05:20,8:05:20,1,B2_R1,2,null,null,null,null,1562857512,0.002666916,13.11906203,399.4640176,270.5148125,27.30549153,40.32149386,0.180416327,2.271433881,0.172816477,0.108666437,82.58520005,25.28913398,24.89854839,3.16049621,49.91020453,1.6398382,3.285577,1.52065801,-117.6109961,79.85693419,7.453404479,52.28454259,-0.041763285,0.046882946,3.493614467,102,20,1,0,53574,MPF-3992-20190711-06_51_37,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-3993-20190711-08_06_14,919.4361923,1910.98,0.518866659,0.5,421.4811886,13.11906203,109.3462681,0.667416718,0.033671092,0.592413317,DARK-3994-20190711-08_06_16,635.56,1275.42,0.777425325,0.47023273,0.839684316,0.489458652,3993,300,300,300,10285.1,1798.4,-0.00814468,-10.528,499.9953548,421.4811886,0.842970209,0.195940417,6,0.5,0: Broadleaf,1562857512,399.4640323,416.4842581,16.24583548,13.09772258,500.0309355,100.7389677,0.20002071,25.55066774,24.89854839,999.9,0,0,9997.540645,0,80.71924516,499.9953548,0.899996419,0.100003319,0,919.7176774,4.99938,4861.296774,3961.500645,35.86474194,39.64293548,37.39293548,40.268,38.7396129,445.4948387,49.50322581,0,4476.7,919.4361923,-49.69138462,4.617096385,4856.405769,15,1562848639,5:37:18,1,12.084,0.261,408,14,0.82,0.03,-17.02986098,0.160935889,0.020780066,1,922.1992941,-54.12382522,5.321249475,0,3.153098537,-0.076520279,0.009456487,1,2,3,3-Feb,1.87378,1.87045,1.86996,1.8721,1.86936,1.87912,1.87576,1.87133,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.084,0.261,2,364.092,512.334,24.7401,26.6398,30.0005,26.5264,26.5526,20.109,36.5996,50.8194,-999.9,416.615,13.142,102.131,102.058
2,1562857720,200,20190711 08:08:40,8:08:40,2,B2_R1,2,null,null,null,null,1562857712,0.001934081,11.50173127,398.9610516,239.0544649,24.1308864,40.27234471,0.124409659,2.272284339,0.120745642,0.075786235,82.58560564,26.13128881,25.35013548,3.246661117,49.02580915,1.669144427,3.404623923,1.577516691,-85.29297969,98.16829178,9.207629332,104.6685471,-0.041786384,0.046908877,3.495140915,49,10,1,0,53276,MPF-3992-20190711-06_51_37,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-3995-20190711-08_09_35,989.2591154,1890.94,0.476842673,0.5,421.4818183,11.50173127,100.4902585,0.656657535,0.029833792,0.60928956,DARK-3996-20190711-08_09_36,649.24,1241.7,0.726166453,0.481291487,0.77676665,0.498122938,3995,300,300,300,10314.7,1824.18,-0.00816724,2.09363,499.9959032,421.4818183,0.842970544,0.195941087,6,0.5,0: Broadleaf,1562857712,398.9610645,413.6887097,16.53550645,14.25304516,500.0129032,100.7430968,0.199951548,26.1514871,25.35013548,999.9,0,0,10002.66032,0,67.1028,499.9959032,0.899983548,0.100016445,0,989.65,4.99938,4907.621613,3961.489677,37.18706452,40.59858065,38.645,41.24783871,39.98170968,445.4883871,49.50870968,0,199.0999999,989.2591154,-96.91381182,-473.5319651,4905.607308,15,1562848639,5:37:18,1,12.084,0.261,408,14,0.82,0.03,-14.69477073,-0.50075122,0.072605077,0,994.5970882,-104.616912,10.27519284,0,2.310661707,-0.459008571,0.05188013,0,0,3,0/3,1.87378,1.87057,1.87005,1.8721,1.86937,1.87911,1.87577,1.87133,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.084,0.261,2,428.396,528.773,25.2405,26.9237,30.0005,26.8097,26.8413,20.0763,29.7879,50.3373,-999.9,414.348,14.4318,102.084,102.025
3,1562857816,295.5,20190711 08:10:15,8:10:15,3,B2_R1,2,null,null,null,null,1562857808,0.001620791,8.191205257,398.0767005,264.4008365,26.69063668,40.18489778,0.106802657,2.269879531,0.104087379,0.065292819,82.58357676,26.42276665,25.24028387,3.225514204,49.14438708,1.691899466,3.442711501,1.533614737,-71.47687646,134.5566437,12.63902165,158.3023657,-0.041721088,0.046835576,3.49082524,106,21,1,0,53463,MPF-3992-20190711-06_51_37,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-3997-20190711-08_11_10,1009.500808,1553.19,0.350046802,0.5,421.4711175,8.191205257,73.76730839,0.590674676,0.021979857,0.959238728,DARK-3998-20190711-08_11_12,635.76,917.43,0.59262199,0.618898272,0.660568075,0.644149013,3997,300,300,300,10339.8,1525.53,-0.00818652,9.91309,499.9831613,421.4711175,0.842970624,0.195941248,6,0.5,0: Broadleaf,1562857808,398.0767097,408.6796452,16.76017097,14.84795484,500.0353548,100.7476452,0.199980581,26.33983871,25.24028387,999.9,0,0,9986.579032,0,263.2199677,499.9831613,0.899979097,0.1000209,0,1012.21629,4.99938,5004.530645,3961.384839,37.74587097,40.98577419,39.153,41.665,40.48577419,445.4748387,49.50870968,0,94.79999995,1009.500808,-298.4638977,-1449.788035,4991.583846,15,1562848639,5:37:18,1,12.084,0.261,408,14,0.82,0.03,-10.1962661,-9.837324878,0.997370699,0,1026.576324,-330.9329163,32.67208101,0,1.970504878,-1.088557631,0.119383366,0,0,3,0/3,1.87378,1.87057,1.87004,1.87211,1.86941,1.87912,1.87577,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.084,0.261,2,360.21,533.751,25.4471,27.056,30.0006,26.9398,26.9676,19.9508,27.5634,49.5937,-999.9,410.3,14.9979,102.069,101.996
4,1562858177,657,20190711 08:16:17,8:16:17,1,B2_R1,3,null,null,null,null,1562858169,0.005148863,8.157672398,400.5403134,340.2109791,34.34947485,40.44063909,0.282659371,2.270944105,0.264467623,0.166829058,82.58604904,26.06025611,26.52320968,3.480148832,43.33362346,1.563576315,3.608228877,1.916572516,-227.064876,75.24459802,7.138516807,-62.09571214,-0.041749986,0.046868017,3.492735497,23,5,1,0,53098,MPF-3992-20190711-06_51_37,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-3999-20190711-08_17_12,1017.892692,1943.29,0.476201343,0.5,421.4835643,8.157672398,100.3555197,0.695866289,0.021899649,0.565937148,DARK-4000-20190711-08_17_13,591.02,1352.27,0.684328801,0.448514508,0.762797125,0.475489436,3999,300,300,300,10347,1882.47,-0.00819241,-4.4198,499.9979032,421.4835643,0.842970664,0.195941327,6,0.5,0: Broadleaf,1562858169,400.5403226,412.8032258,15.4862871,9.403879032,500.0447097,100.7651935,0.200022032,27.13779677,26.52320968,999.9,0,0,9991.755806,0,103.6229226,499.9979032,0.899978677,0.100021323,0,1018.302581,4.99938,5177.491613,3961.501613,38,40.687,39.312,41,40.625,445.4887097,49.51096774,0,360.8,1017.892692,-52.61846156,395.4594914,5182.997308,15,1562848639,5:37:18,1,12.084,0.261,408,14,0.82,0.03,-12.34256341,1.852540767,0.198648338,0,1021.396176,-57.91443095,5.694342401,0,6.437392927,-6.706286341,0.666294227,0,0,3,0/3,1.87379,1.87057,1.87012,1.87212,1.86943,1.87912,1.87578,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.084,0.261,2,460.475,522.067,26.3117,27.6031,30.0007,27.4509,27.4984,20.0266,35.2001,23.885,-999.9,412.877,11.0553,101.985,101.936
5,1562858295,774.5,20190711 08:18:14,8:18:14,2,B2_R1,3,null,null,null,null,1562858287,0.001425389,8.07078735,398.7458619,225.4121603,22.75858779,40.25910887,0.079919279,2.271740717,0.078389568,0.04912848,82.58651831,28.02886058,27.15197742,3.611232045,48.41824415,1.824780125,3.768786244,1.78645192,-62.85963882,89.39383502,8.536256861,117.6569714,-0.041771618,0.046892301,3.494165165,89,18,1,0,53195,MPF-3992-20190711-06_51_37,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4001-20190711-08_19_09,1121.611923,2008.5,0.441567377,0.5,421.4855677,8.07078735,93.05713831,1.894727409,0.021693405,0.515095843,DARK-4002-20190711-08_19_11,-1797.06,3805.56,0.233050609,0.213748391,0.693763106,0.447295919,4001,300,300,300,10351.9,1947.65,-0.00819612,-2.02161,500.0002258,421.4855677,0.842970755,0.195941509,6,0.5,0: Broadleaf,1562858287,398.745871,409.1120968,18.0735129,16.39408387,500.0366774,100.7643548,0.199975387,27.88187742,27.15197742,999.9,0,0,9997.016129,0,120.8771613,500.0002258,0.899975548,0.100024452,0,1122.00129,4.99938,6936.706774,3961.516129,38.139,40.8506129,39.562,41.062,40.812,445.4880645,49.51258065,0,116.7,1121.611923,-53.19829064,37.69025608,6936.066154,15,1562848639,5:37:18,1,12.084,0.261,408,14,0.82,0.03,-10.35017317,0.034160279,0.067373716,1,1124.273529,-52.91786228,5.204644353,0,1.695614634,-0.243397213,0.032223175,0,1,3,3-Jan,1.87381,1.87057,1.87011,1.87215,1.86948,1.87912,1.87578,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.084,0.261,2,379.395,531.985,26.6936,27.8494,30.0009,27.6836,27.7162,20.0802,5.73767,28.6775,-999.9,409.708,16.665,101.949,101.912
6,1562858424,903.5,20190711 08:20:23,8:20:23,3,B2_R1,3,null,null,null,null,1562858416,0.004514789,16.26294423,398.4605946,295.1216343,29.79813392,40.23216457,0.292900104,2.270679574,0.273412924,0.172525763,82.58728169,27.22756946,26.89474839,3.55709405,50.71047266,1.935168117,3.816111378,1.621925933,-199.1022038,147.0435988,14.04482754,44.57350431,-0.041742804,0.046859954,3.492260792,64,13,1,0,53310,MPF-3992-20190711-06_51_37,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4003-20190711-08_21_18,905.2361538,2263.06,0.599994629,0.5,421.4922098,16.26294423,126.4465311,1.529150796,0.041129145,0.34467049,DARK-4004-20190711-08_21_20,-1197.5,3460.56,0.392371132,0.183939895,0.885768509,0.337237007,4003,300,300,300,10326,2123.9,-0.00817811,-6.88574,500.0084839,421.4922098,0.842970116,0.195940233,6,0.5,0: Broadleaf,1562858416,398.4606129,420.1340323,19.16596452,13.85226774,500.020129,100.7690323,0.19995971,28.09591935,26.89474839,999.9,0,0,9989.656452,0,1067.660548,500.0084839,0.899993032,0.100006894,0,905.4152581,4.99938,4709.159032,3961.600323,38.375,41.30603226,39.72154839,41.32216129,41.062,445.5045161,49.50258065,0,128.3999999,905.2361538,-25.84471796,-150.4694018,4708.040385,15,1562848639,5:37:18,1,12.084,0.261,408,14,0.82,0.03,-21.4703878,-3.142494774,0.398693359,0,906.5552647,-26.0093845,2.563449506,0,5.314009512,0.011424878,0.007656256,1,1,3,3-Jan,1.8738,1.87057,1.87012,1.87217,1.86947,1.87912,1.87582,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.084,0.261,2,409.609,527.177,27.1261,28.1809,30.0009,27.9752,28.0058,20.4165,29.5447,30.897,-999.9,420.773,13.7363,101.898,101.878
7,1562858567,1046.5,20190711 08:22:46,8:22:46,1,B2_R1,6,null,null,null,null,1562858559,0.002101833,8.087030417,398.101378,284.3607085,28.71137568,40.19556106,0.127138098,2.273284974,0.123315895,0.077406272,82.58463559,28.56192804,27.25042258,3.632140908,49.74122307,1.958856439,3.93809464,1.673284469,-92.6908559,169.9514488,16.28698163,176.1322101,-0.041813573,0.046939399,3.496937212,52,10,1,0,53123,MPF-3992-20190711-06_51_37,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4005-20190711-08_23_41,990.9217692,1646.69,0.398234173,0.5,421.4791834,8.087030417,83.92370707,0.655648604,0.021732272,0.847992033,DARK-4006-20190711-08_23_43,567.04,1079.65,0.607389646,0.563959241,0.715464377,0.603724326,4005,300,300,300,10447.6,1604.58,-0.00827149,-3.53943,499.9930968,421.4791834,0.842970005,0.19594001,6,0.5,0: Broadleaf,1562858559,398.1013871,408.8091613,19.40073548,16.92764194,500.0351935,100.7681935,0.19996,28.63713226,27.25042258,999.9,0,0,10006.67581,0,93.91536129,499.9930968,0.900000258,0.09999971,0,991.5565484,4.99938,5641.887097,3961.484516,38.625,41.59045161,40.058,41.70325806,41.35264516,445.493871,49.49935484,0,142,990.9217692,-162.0946323,-388.3757226,5645.861154,15,1562848639,5:37:18,1,12.084,0.261,408,14,0.82,0.03,-10.82164878,3.132666899,0.332985908,0,998.0266471,-171.121543,16.7920463,0,2.491714878,-0.454585087,0.047492849,0,0,3,0/3,1.87383,1.87057,1.87012,1.87211,1.86947,1.87912,1.87584,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.084,0.261,2,424.681,529.108,27.5516,28.4783,30.0008,28.2773,28.3018,20.0566,19.4578,43.4181,-999.9,409.354,17.0613,101.842,101.823
8,1562858671,1151.1,20190711 08:24:31,8:24:31,2,B2_R1,6,null,null,null,null,1562858663,0.001006157,6.920560602,397.8490244,178.6597658,18.03923108,40.17071474,0.053220589,2.272068291,0.052537609,0.032896638,82.58843163,29.03548412,28.15654194,3.829609018,49.22260888,1.951275182,3.964184806,1.878333835,-44.37151937,72.81462554,7.017315527,118.0488533,-0.041780516,0.046902289,3.494753119,33,7,1,0,53036,MPF-3992-20190711-06_51_37,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4007-20190711-08_25_26,909.2305,1612.42,0.436108148,0.5,421.4950134,6.920560602,91.90870485,1.26061448,0.018963998,0.887268826,DARK-4008-20190711-08_25_28,-420.22,2032.64,0.345948865,0.413089865,0.797002174,0.618540946,4007,300,300,300,10292.7,1512.83,-0.0081487,-23.2574,500.0113871,421.4950134,0.842970829,0.195941658,6,0.5,0: Broadleaf,1562858663,397.8490323,406.6337742,19.32534516,18.14132903,500.0164516,100.7697419,0.200003548,28.7509871,28.15654194,999.9,0,0,9998.610968,0,1205.993871,500.0113871,0.899969226,0.100030697,0,909.6418387,4.99938,4885.696452,3961.598387,38.933,41.97764516,40.312,41.97358065,41.625,445.496129,49.51483871,0,103.7,909.2305,-68.35422227,-297.6143592,4883.139231,15,1562848639,5:37:18,1,12.084,0.261,408,14,0.82,0.03,-8.679844878,0.694774913,0.637830938,0,913.0617647,-74.63649931,7.334471055,0,1.234196341,-0.961978537,0.09599478,0,0,3,0/3,1.87388,1.87059,1.87012,1.87217,1.86949,1.87912,1.87589,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.084,0.261,2,448.618,529.617,27.7905,28.6735,30.0006,28.4694,28.4965,20.0051,16.7186,49.7339,-999.9,407.02,18.288,101.809,101.794
9,1562858844,1323.6,20190711 08:27:23,8:27:23,3,B2_R1,6,null,null,null,null,1562858836,0.001807691,9.690120366,397.9295697,233.7535307,23.60233559,40.17935993,0.102134464,2.273033878,0.099651744,0.062500376,82.5862892,28.62532205,27.79490968,3.749704286,50.11946995,1.969959196,3.930526795,1.77974509,-79.71915789,99.14702811,9.526827314,111.5409867,-0.041806749,0.046931739,3.496486424,37,7,1,0,53123,MPF-3992-20190711-06_51_37,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4009-20190711-08_28_18,1064.906538,2067.63,0.484962717,0.5,421.4903426,9.690120366,102.2035508,1.656229596,0.025535081,0.471767192,DARK-4010-20190711-08_28_20,-1356.84,3424.47,0.292811285,0.221695444,0.74969806,0.421731088,4009,300,300,300,10378.8,1977.77,-0.00821798,-11.1602,500.0067097,421.4903426,0.842969373,0.195938746,6,0.5,0: Broadleaf,1562858836,397.9295806,410.4203548,19.51014194,17.38333226,500.0228387,100.7710645,0.199969032,28.60398387,27.79490968,999.9,0,0,10004.75774,0,1319.047742,500.0067097,0.900018194,0.099981806,0,1065.648387,4.99938,5425.712903,3961.613548,39.052,42.375,40.504,42.133,41.71748387,445.5151613,49.49,0,171.5999999,1064.906538,-102.9097437,-465.4947012,5422.243077,15,1562848639,5:37:18,1,12.084,0.261,408,14,0.82,0.03,-12.11426098,-6.954658537,0.755148749,0,1070.14,-104.3329936,10.26193108,0,2.090991951,0.618889338,0.070033519,0,0,3,0/3,1.87388,1.87057,1.87012,1.87221,1.86949,1.87913,1.87586,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.084,0.261,2,442.946,528.771,27.9119,29.0243,30.0009,28.8426,28.8793,20.1619,24.2562,52.0525,-999.9,411.539,17.3131,101.756,101.753
10,1562859114,1593.6,20190711 08:31:53,8:31:53,1,B3_R1,2,null,null,null,null,1562859106,0.003932018,15.40580085,397.3756922,275.8242049,27.84324311,40.11333235,0.230806361,2.273302685,0.218533204,0.137631537,82.58140737,28.28797409,27.99614194,3.793986259,50.58393212,2.030090497,4.01331097,1.763895762,-173.4020015,118.5708009,11.42372633,39.17393318,-0.041814054,0.046939939,3.496969009,57,11,1,0,52851,MPF-3992-20190711-06_51_37,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4011-20190711-08_32_48,1001.132269,2299.38,0.564607734,0.5,421.4607318,15.40580085,118.9799943,0.706190364,0.039098472,0.323430664,DARK-4012-20190711-08_32_50,675.58,1623.8,0.799512089,0.314125931,0.82730297,0.321534069,4011,300,300,300,10341.6,2171.79,-0.00818997,-9.19214,499.9709355,421.4607318,0.842970465,0.195940929,6,0.5,0: Broadleaf,1562859106,397.3757097,417.7364839,20.11073548,15.48747097,500.0288065,100.7456129,0.199998871,28.96360645,27.99614194,999.9,0,0,10009.03387,0,160.8519097,499.9709355,0.899985065,0.100014935,0,1001.278935,4.99938,5146.804839,3961.291935,39.312,42.429,40.7256129,42.45732258,42,445.4664516,49.50483871,0,269.1000001,1001.132269,-21.95558976,-161.828375,5147.781538,15,1562848639,5:37:18,1,12.084,0.261,408,14,0.82,0.03,-20.35528537,1.480082927,0.295098366,0,1003.294324,-36.14302942,3.784518974,0,4.636700976,-0.401778397,0.04162427,0,0,3,0/3,1.87387,1.87059,1.87012,1.87219,1.86951,1.87913,1.87588,1.87135,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.084,0.261,2,418.604,524.14,28.3167,29.4891,30.0008,29.3173,29.3479,20.3737,38.9315,59.5965,-999.9,418.632,15.4289,101.684,101.693
11,1562859268,1748.1,20190711 08:34:28,8:34:28,2,B3_R1,2,null,null,null,null,1562859260,0.001261591,9.175695151,393.9236993,159.4137699,16.09261098,39.76608078,0.065879365,2.274067405,0.064837179,0.0406155,82.58359317,29.6074471,28.74678065,3.96321821,49.97091107,2.057550821,4.117497114,1.905667389,-55.63616974,80.95721014,7.843622611,115.7482562,-0.041834841,0.046963273,3.498342026,72,14,1,0,52980,MPF-3992-20190711-06_51_37,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4013-20190711-08_35_23,936.4684231,1687.08,0.444917595,0.5,421.4731238,9.175695151,93.7604044,1.850961424,0.024315584,0.803749674,DARK-4014-20190711-08_35_24,-1435.64,3122.72,0.240371079,0.302763519,0.784376575,0.586261726,4013,300,300,300,10305.4,1585.33,-0.00815947,-15.0253,499.9858065,421.4731238,0.842970177,0.195940354,6,0.5,0: Broadleaf,1562859260,393.9237097,405.5301935,20.38214516,18.89918387,500.0308065,100.7486452,0.200043258,29.40711935,28.74678065,999.9,0,0,10013.70806,0,1336.864194,499.9858065,0.899993387,0.100006542,0,937.4071935,4.99938,4782.456774,3961.420323,39.536,42.665,40.875,42.69512903,42.24187097,445.4854839,49.5016129,0,153.7,936.4684231,-132.0890599,-712.0837612,4778.355769,15,1562848639,5:37:18,1,12.084,0.261,408,14,0.82,0.03,-10.23962415,-22.96156557,2.50666115,0,945.7024706,-152.6742322,15.02479836,0,1.498850732,-0.355004111,0.036939921,0,0,3,0/3,1.8739,1.8706,1.87013,1.8722,1.8695,1.87912,1.8759,1.87136,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.084,0.261,2,400.746,527.29,28.6713,29.848,30.0009,29.6544,29.6816,20.0789,25.2469,60.5827,-999.9,408.099,18.987,101.635,101.646
1,1562859828,0,20190711 08:43:47,8:43:47,3,B3_R1,2,23511,1-Jan,31,1,1562859820,0.002551766,11.90454895,399.7426317,242.0809576,24.44081101,40.35854043,0.132700268,2.272556303,0.128540913,0.080700912,82.58767878,29.65956741,29.0934,4.043560279,49.63194538,2.100281231,4.231712489,1.943279047,-112.5329,96.64500866,9.408066145,76.10785358,-0.041793773,0.046917172,3.495629102,81,16,1,0,52971,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4013-20190711-08_44_40,956.0608077,2208.55,0.567109276,0.5,421.4937607,11.90454895,119.5165108,0.694016436,0.030788638,0.377858776,DARK-4014-20190711-08_44_42,675.78,1532.77,0.817140988,0.352521237,0.847179141,0.360804383,4013,300,300,300,10300.1,2088.4,-0.00815641,-14.2195,500.0102581,421.4937607,0.842970227,0.195940454,6,0.5,0: Broadleaf,1562859820,399.7426452,415.2515484,20.80283226,17.80453226,500.0198387,100.7613226,0.199989097,29.88222258,29.0934,999.9,0,0,10002.61935,0,97.88972258,500.0102581,0.89999071,0.100009155,0,956.0484194,4.99938,5025.720968,3961.613871,39.687,42.5,41.062,42.83029032,42.437,445.5064516,49.50483871,0,1562859880,956.0608077,-1.409948721,-438.1818796,5025.337692,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-15.51958293,0.221985366,0.037932365,1,956.2112,-2.700469667,0.337459568,0,3.034262683,-0.687907735,0.073286175,0,1,3,3-Jan,1.87393,1.87073,1.87026,1.87226,1.86953,1.87915,1.87592,1.87145,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,389.167,517.712,29.426,30.9258,30.0006,30.7034,30.7284,20.3491,34.7472,67.9873,-999.9,415.21,17.9247,101.446,101.486
2,1562860006,178.4000001,20190711 08:46:46,8:46:46,1,B3_R1,4,23511,1-Jan,31,1,1562859998,0.001000259,5.161415303,399.1417038,209.1001788,21.11188944,40.29951369,0.046463654,2.271139273,0.045941961,0.02876011,82.58661395,30.80228766,30.24862581,4.321672614,50.00352484,2.194363762,4.388418155,2.127308852,-44.11143212,32.76301851,3.219753688,74.45795403,-0.041755285,0.046873965,3.493085744,61,12,1,0,52511,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4015-20190711-08_47_39,1134.688077,2018.51,0.43785858,0.5,421.4867879,5.161415303,92.27580329,0.635017909,0.014790701,0.507582326,DARK-4016-20190711-08_47_41,736.72,1281.79,0.689521625,0.444234396,0.685993117,0.4429681,4015,300,300,300,10339.5,1941.15,-0.00818593,-10.2443,500.0017742,421.4867879,0.842970585,0.195941169,6,0.5,0: Broadleaf,1562859998,399.1417097,405.814129,21.7338129,20.55965484,500.0279677,100.7653871,0.200042742,30.51620645,30.24862581,999.9,0,0,9993.004839,0,830.0184839,500.0017742,0.899982613,0.100017387,0,1134.746774,4.99938,6752.435484,3961.535484,39.94309677,42.788,41.36280645,42.95732258,42.651,445.4932258,49.51,0,177.8999999,1134.688077,-5.409572642,-503.1723077,6743.143462,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-6.787209024,0.21181108,0.392971224,1,1134.332571,3.806821177,0.859452792,0,1.131783805,0.803586564,0.085423448,0,1,3,3-Jan,1.87393,1.87073,1.87027,1.87228,1.86959,1.87916,1.87595,1.87145,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,414.16,520.131,29.7028,31.1223,30,30.9402,30.9679,20.0855,24.7653,67.6759,-999.9,406.453,20.5129,101.418,101.47
3,1562860132,303.9000001,20190711 08:48:51,8:48:51,2,B3_R1,4,null,null,null,null,1562860124,0.001546047,8.290328646,395.5268938,205.7676577,20.77490272,39.93354851,0.074978679,2.271668535,0.073630493,0.046138168,82.58829673,30.95559255,30.15726129,4.299086058,50.25900875,2.247864089,4.472559537,2.051221969,-68.18068071,84.65850932,8.327716255,107.3938416,-0.041769658,0.0468901,3.494035614,26,5,1,0,52529,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4017-20190711-08_49_44,994.1910385,1754.54,0.433360859,0.5,421.4966227,8.290328646,91.33006923,0.627799879,0.022213697,0.73439762,DARK-4018-20190711-08_49_46,653.04,1101.5,0.690285031,0.539127124,0.742228871,0.557095422,4017,300,300,300,10308.6,1688.14,-0.00816155,-0.187744,500.0136129,421.4966227,0.842970295,0.19594059,6,0.5,0: Broadleaf,1562860124,395.5269032,406.2086129,22.26425484,20.4503871,500.022871,100.7629032,0.200012677,30.84851935,30.15726129,999.9,0,0,9996.690968,0,220.6153548,500.0136129,0.899987484,0.100012448,0,995.9683871,4.99938,5863.711935,3961.636774,40.25,43.062,41.663,43.179,43,445.5067742,49.50612903,0,124.8,994.1910385,-237.667795,-733.1688898,5855.968077,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-10.11863732,-12.70269115,1.449121831,0,1012.9058,-285.5364305,28.96868015,0,1.813765854,0.019154634,0.005924425,1,1,3,3-Jan,1.87393,1.87073,1.87027,1.87227,1.86956,1.87917,1.87593,1.87146,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,456.809,522.965,29.9697,31.1315,30.0004,31.0014,31.04,20.1654,26.8721,69.3022,-999.9,408.773,20.4446,101.431,101.486
