SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH455_leaf,BH455_BLOCK,BH455_VINE,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,, min⁻¹,,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1562348197,0,20190705 12:36:37,12:36:37,2,B1_R2,4,1562348189,0.001017799,4.357205635,398.6011613,135.2265773,13.68101779,40.3269068,0.028286542,2.276060233,0.028092686,0.017575235,247.8154291,40.61216863,39.12598387,7.074415574,50.94347973,3.602395098,7.071356565,3.472020476,-44.88493127,-0.987197279,-0.105415479,201.837885,-0.041889039,0.047024116,3.501920944,54,11,1,0,51340.37348,0,646.5588462,3532.38,2885.821154,0.816962262,-2.773728935,MPF-586-20190704-14_39_05,690.2461923,930.745,0.258393876,0.5,1264.494164,4.357205635,163.3687739,3.235220173,0.005639357,2.795217809,DARK-587-20190704-14_39_07,-2080.42,3011.165,0.079869023,0.463518208,0.846272081,0.901523297,586,300,300,300,10446.4,865.655,-0.0074049,-8.23834,1500.010968,1264.494164,0.842989946,0.195979891,6,0.5,0: Broadleaf,1562348189,398.6011613,404.3146452,35.60696774,34.42950968,500.1748387,100.9712258,0.199846226,39.11793871,39.12598387,999.9,0,0,10004.57839,0,0.233657806,1500.010968,0.900001613,0.099998429,0,690.674871,4.99911,12056.46774,13523.40968,49.82012903,51.899,50.94309677,51.55,51.413,1345.513548,149.4983871,0,1562269145,690.2461923,-31.29459824,347.9418715,12017.42692,15,1562348222,12:37:02,1,-1.047,0.209,405,34,0.49,0.17,-5.36586878,-7.126932544,0.814538848,0,686.876,0,0,0,1.209856829,-1.087868153,0.111650869,0,0,3,0/3,1.88751,1.89334,1.89119,1.89133,1.88812,1.89092,1.88408,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,-1.047,0.209,2,439.792,397.336,37.7774,37.1027,30.0002,36.8305,36.8058,19.6819,28.0636,89.9051,-999.9,404.806,34.1432,99.4439,99.9509
2,1562348376,178.5,20190705 12:39:35,12:39:35,3,B1_R2,4,1562348368,0.001379111,4.19113671,398.3065484,208.6981604,21.11499799,40.29859177,0.039217419,2.275388452,0.038845744,0.02431169,247.8140769,40.80069346,38.98369677,7.02048278,50.32199023,3.617382833,7.188473303,3.403099947,-60.81881577,53.99055935,5.771491852,246.7573123,-0.041870764,0.0470036,3.500714347,70,14,1,0,51268.72178,0,646.5588462,3532.38,2885.821154,0.816962262,-2.773728935,MPF-588-20190704-14_42_03,778.9476538,926.188,0.158974578,0.5,1264.486625,4.19113671,100.5106136,0.341451196,0.005508058,2.813890916,DARK-589-20190704-14_42_05,609.94,316.248,0.465585067,0.891786316,0.526555776,0.903102397,588,300,300,300,10514.5,918.063,-0.00745177,12.2021,1500.001935,1264.486625,0.842989995,0.195979991,6,0.5,0: Broadleaf,1562348368,398.3065484,403.9945806,35.7537871,34.15816452,500.0441935,100.9748387,0.199977355,39.42382258,38.98369677,999.9,0,0,9999.855806,0,0.230649677,1500.001935,0.900000226,0.099999852,0,779.1139677,4.99911,12751.71613,13523.31935,49.78403226,51.61058065,50.78403226,51.11058065,51.33032258,1345.503226,149.5,0,177.8,778.9476538,-29.05193167,-1140.728207,12746.45,15,1562348222,12:37:02,1,-1.047,0.209,405,34,0.49,0.17,-5.622876585,-4.953603763,0.809578181,0,776.73,0,0,0,1.583612195,-0.187710523,0.071724363,0,0,3,0/3,1.88753,1.89341,1.8912,1.89133,1.88819,1.89101,1.88416,1.89094,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.047,0.209,2,419.5,384.426,38.005,37.1906,30.0003,36.9574,36.9434,19.5487,30.0973,88.6903,-999.9,405.309,34.0681,99.4149,99.9328
3,1562348731,534,20190705 12:45:31,12:45:31,1,B1_R2,6,1562348723,0.001219791,5.015315168,400.2262581,142.7737553,14.44731313,40.49899831,0.03345933,2.275319122,0.03318837,0.020766893,247.8112008,40.20863508,38.8809,6.981740682,49.74984869,3.454419971,6.943578848,3.527320712,-53.79279448,-12.48037846,-1.329384049,180.2086438,-0.041868878,0.047001484,3.500589832,76,15,1,0,51372.83101,0,646.5588462,3532.38,2885.821154,0.816962262,-2.773728935,MPF-590-20190704-14_47_59,772.1626538,1028.95,0.249562511,0.5,1264.47389,5.015315168,157.7826398,0.388677778,0.006159909,2.432994801,DARK-591-20190704-14_48_01,629.02,399.93,0.64208073,0.8622527,0.671530561,0.867493121,590,300,300,300,10508.3,975.866,-0.00744911,2.24487,1499.987097,1264.47389,0.842989845,0.19597969,6,0.5,0: Broadleaf,1562348723,400.2262581,406.8300323,34.13787097,32.72418387,500.0329355,100.9902581,0.199999935,38.77915806,38.8809,999.9,0,0,9997.87871,0,0.233102419,1499.987097,0.900005419,0.099994597,0,772.5310968,4.99911,12598.22258,13523.20645,48.062,50.19919355,49.03,49.502,49.59654839,1345.497097,149.4909677,0,355.2,772.1626538,-26.23818802,-343.5521372,12590.09615,15,1562348694,12:44:54,2,-1.025,0.216,406,34,0.43,0.16,-6.690978537,0.595554774,0.308926293,1,769.104,0,0,0,1.516986341,-1.769364042,0.195562913,0,1,3,3-Jan,1.88761,1.89343,1.8913,1.89133,1.88821,1.89102,1.88416,1.89097,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.025,0.216,2,412.876,388.227,37.8254,37.2843,30.0005,37.1049,37.0985,19.7739,30.4043,81.2412,-999.9,407.056,32.8766,99.377,99.8917
4,1562348859,661.5999999,20190705 12:47:38,12:47:38,2,B1_R2,6,1562348851,0.002793647,6.85425836,399.5228387,254.8243282,25.78694326,40.42970639,0.087465231,2.276235738,0.085640105,0.053685874,247.8165294,39.73734892,37.88101935,6.614473427,49.98086107,3.478026477,6.958716601,3.13644695,-123.1998457,115.1760908,12.20689314,251.9996676,-0.041893814,0.047029477,3.502236194,67,13,1,0,51395.61252,0,646.5588462,3532.38,2885.821154,0.816962262,-2.773728935,MPF-592-20190704-14_50_06,984.8561923,1177.41,0.16354015,0.5,1264.501327,6.85425836,103.3983681,0.42157787,0.007614059,2.000127398,DARK-593-20190704-14_50_08,681.04,496.37,0.387923943,0.825916937,0.36272655,0.816048492,592,300,300,300,10487.2,1167.55,-0.0074328,18.9423,1500.019677,1264.501327,0.842989826,0.195979652,6,0.5,0: Broadleaf,1562348851,399.5228387,409.0866452,34.36955484,31.13261935,500.0342258,100.995,0.199981806,38.81957419,37.88101935,999.9,0,0,10003.36355,0,0.246615839,1500.019677,0.900004516,0.099995242,0,988.0785161,4.99911,15825.26452,13523.49677,47.812,49.99593548,48.75,49.37093548,49.35874194,1345.527097,149.4932258,0,127.1999998,984.8561923,-256.0577436,-4028.454701,15774.45,15,1562348694,12:44:54,2,-1.025,0.216,406,34,0.43,0.16,-9.758198049,4.76429122,0.479951659,0,957.218,0,0,0,3.254849756,-0.441527875,0.044681682,0,0,3,0/3,1.88762,1.89346,1.89133,1.89134,1.88825,1.89102,1.88416,1.89101,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.025,0.216,2,423.442,380.31,37.8102,37.3583,30.0004,37.1898,37.1899,19.7563,32.8508,76.689,-999.9,408.598,31.3241,99.3549,99.8714
5,1562348952,755.0999999,20190705 12:49:12,12:49:12,3,B1_R2,6,1562348944,0.001581993,6.790297228,400.0375484,134.7112266,13.63307881,40.48469873,0.043897276,2.27511453,0.043432115,0.027186454,247.813439,40.35068876,38.95025161,7.007857541,49.89362686,3.513228165,7.041436725,3.494629376,-69.76590931,10.89659851,1.162627069,190.1067553,-0.041863313,0.046995237,3.500222395,87,17,1,0,51323.74182,0,646.5588462,3532.38,2885.821154,0.816962262,-2.773728935,MPF-594-20190704-14_51_40,825.2222692,1064.89,0.225063369,0.5,1264.482388,6.790297228,142.294333,8.395280264,0.00756359,2.317131347,DARK-595-20190704-14_51_42,-7875.16,8940.05,0.026808321,0.216303427,0.572913895,0.855039127,594,300,300,300,10504.9,1028.97,-0.0074462,11.8116,1499.996774,1264.482388,0.842990071,0.195980143,6,0.5,0: Broadleaf,1562348944,400.0375484,408.9447097,34.71492258,32.88256129,500.035,101.0022581,0.199988806,39.03909032,38.95025161,999.9,0,0,9995.362258,0,0.233657806,1499.996774,0.899996452,0.100003561,0,828.2524516,4.99911,14380.65161,13523.25161,47.875,49.919,48.75,49.57012903,49.399,1345.494194,149.5032258,0,93.0999999,825.2222692,-239.0073501,-3639.839312,14331.03462,15,1562348694,12:44:54,2,-1.025,0.216,406,34,0.43,0.16,-8.841657073,-0.919019582,0.11499631,1,801.642,0,0,0,1.830326585,0.024949756,0.016759001,1,2,3,3-Feb,1.88762,1.89346,1.89132,1.89133,1.88823,1.89102,1.88416,1.89099,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.025,0.216,2,399.552,384.05,37.9075,37.4557,30.0005,37.288,37.2878,19.8531,27.8878,74.7714,-999.9,408.945,32.9072,99.3322,99.8477
6,1562349184,986.5999999,20190705 12:53:03,12:53:03,1,B1_R1,3,1562349176,0.007895157,19.6037834,398.1280645,258.7823597,26.18994719,40.2923638,0.269145518,2.276149469,0.252632401,0.15929439,247.8133137,37.91869222,37.54946129,6.496448437,50.58721573,3.489689891,6.898363234,3.006758546,-348.1764414,136.0283723,14.3832466,50.04849114,-0.041891467,0.047026842,3.502081233,62,12,1,0,51419.69602,0,646.5588462,3532.38,2885.821154,0.816962262,-2.773728935,MPF-596-20190704-14_55_32,940.8536923,1533.06,0.386290365,0.5,1264.485245,19.6037834,244.2292336,0.571327932,0.017696934,1.304136824,DARK-597-20190704-14_55_33,657.18,875.88,0.676127218,0.695367279,0.66802655,0.692808006,596,300,300,300,10487.4,1380.45,-0.00743453,-13.4052,1500.000645,1264.485245,0.8429898,0.195979601,6,0.5,0: Broadleaf,1562349176,398.1280645,425.4228387,34.48155806,25.33462581,500.0312581,101.0045161,0.200014258,38.65798065,37.54946129,999.9,0,0,10001.86065,0,0.229539,1500.000645,0.900008,0.0999917,0,942.6387742,4.99911,15193.41613,13523.33548,47.60874194,49.562,48.47358065,49.062,49.12093548,1345.510645,149.49,0,231,940.8536923,-147.4721366,-2227.863245,15165.51538,15,1562348694,12:44:54,2,-1.025,0.216,406,34,0.43,0.16,-27.52310732,5.452279443,0.543072177,0,924.374,0,0,0,9.20932561,-1.387972474,0.138383796,0,0,3,0/3,1.88766,1.89346,1.89132,1.89136,1.88824,1.89102,1.88416,1.89099,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.025,0.216,2,428.957,375.724,37.8468,37.5359,30.0002,37.3795,37.3736,20.4416,42.5127,67.8186,-999.9,425.964,25.4017,99.2884,99.8193
7,1562349261,1064.1,20190705 12:54:21,12:54:21,2,B1_R1,3,1562349253,0.008292078,20.68517113,396.5272581,253.9195567,25.6984246,40.13131551,0.277487063,2.275369113,0.259964646,0.163959932,247.8119972,37.94687893,37.88645161,6.616422542,51.03240619,3.550374838,6.957098642,3.066047703,-365.6806385,113.9364084,12.0801695,8.147936587,-0.041870238,0.04700301,3.500679614,55,11,1,0,51368.82963,0,646.5588462,3532.38,2885.821154,0.816962262,-2.773728935,MPF-598-20190704-14_56_49,847.6250769,1549.63,0.453014541,0.5,1264.479186,20.68517113,286.4137289,0.617586133,0.018552223,1.279498977,DARK-599-20190704-14_56_51,592.6,957.03,0.73352447,0.674455231,0.777352837,0.68706614,598,300,300,300,10523.4,1326.59,-0.00746097,-40.4603,1499.993548,1264.479186,0.842989749,0.195979499,6,0.5,0: Broadleaf,1562349253,396.5272581,425.2943871,35.08034516,25.47915806,500.0124839,101.0069355,0.200017355,38.81525806,37.88645161,999.9,0,0,9996.552581,0,0.229539,1499.993548,0.900006581,0.099993271,0,848.4752581,4.99911,13953.57097,13523.26774,47.562,49.679,48.49593548,49.133,49.125,1345.507097,149.4867742,0,76.79999995,847.6250769,-110.9989744,-1882.994873,13939.72308,15,1562348694,12:44:54,2,-1.025,0.216,406,34,0.43,0.16,-27.89300488,-16.08682787,1.709989513,0,836.581,0,0,0,9.589369512,0.049220697,0.032676108,1,1,3,3-Jan,1.88765,1.89346,1.89133,1.89136,1.88826,1.89102,1.88416,1.89101,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.025,0.216,2,437.685,371.147,37.9361,37.5835,30.0002,37.4196,37.4156,20.4343,39.7214,62.8717,-999.9,426.786,25.1594,99.2801,99.8069
8,1562349340,1143.1,20190705 12:55:40,12:55:40,3,B1_R1,3,1562349332,0.006618244,18.31348711,400.3332581,235.7102336,23.85556553,40.51659585,0.207004865,2.276174287,0.197085873,0.124030237,247.8123196,38.65225887,38.17175806,6.719494609,49.76423565,3.492365914,7.017822876,3.227128696,-291.8645732,98.77138489,10.49112485,65.21025614,-0.041892142,0.0470276,3.502125811,110,22,1,0,51368.02295,0,646.5588462,3532.38,2885.821154,0.816962262,-2.773728935,MPF-600-20190704-14_58_08,833.735,1474.6,0.434602604,0.5,1264.475703,18.31348711,274.7722166,0.574881324,0.016676648,1.395483521,DARK-601-20190704-14_58_10,626.88,847.72,0.755986647,0.708236104,0.773953078,0.713065672,600,300,300,300,10482.5,1282.16,-0.00743156,-27.6,1499.98871,1264.475703,0.842990147,0.195980294,6,0.5,0: Broadleaf,1562349332,400.3332581,425.4880968,34.5071,26.8394871,500.0149032,101.0072258,0.199943548,38.97665484,38.17175806,999.9,0,0,10001.75355,0,0.233241258,1499.98871,0.899995387,0.100004719,0,834.5950323,4.99911,13537.77419,13523.17419,47.5,49.69919355,48.429,49.175,49.07622581,1345.482581,149.506129,0,78.4000001,833.735,-80.92410254,-1152.676923,13523.80769,15,1562348694,12:44:54,2,-1.025,0.216,406,34,0.43,0.16,-25.14387317,0.23633101,0.104836425,1,825.377,0,0,0,7.595152195,1.044300627,0.133958442,0,1,3,3-Jan,1.8876,1.89344,1.89133,1.89133,1.88821,1.89102,1.88416,1.89096,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.025,0.216,2,373.658,373.617,38.0222,37.6192,30.0001,37.4582,37.4496,20.4484,31.9747,59.043,-999.9,425.231,27.0346,99.2785,99.8092
9,1562349470,1272.6,20190705 12:57:49,12:57:49,1,B1_R1,4,1562349462,0.004173155,12.08761012,398.6637742,226.8160833,22.95697908,40.35038342,0.128022682,2.276467224,0.124153219,0.077933676,247.8159477,39.63500503,38.55003871,6.858301549,51.23830223,3.632512595,7.089447614,3.225788954,-184.036124,75.53172056,8.043577621,147.355122,-0.041900113,0.047036548,3.502652018,85,17,1,0,51346.46195,0,646.5588462,3532.38,2885.821154,0.816962262,-2.773728935,MPF-604-20190704-15_00_18,672.9254615,1176.11,0.42783799,0.5,1264.495171,12.08761012,270.4995361,0.566690191,0.011752784,2.003443555,DARK-605-20190704-15_00_19,509.62,666.49,0.754976877,0.779509455,0.950209503,0.81649897,604,300,300,300,10508,978.795,-0.00744933,-45.3176,1500.011935,1264.495171,0.842990073,0.195980146,6,0.5,0: Broadleaf,1562349462,398.6637742,415.1652258,35.88940323,31.06137419,500.003129,101.0140323,0.200038419,39.16547419,38.55003871,999.9,0,0,10002.98258,0,0.230510839,1500.011935,0.899997677,0.100002342,0,673.1594516,4.99911,11062.35806,13523.3871,47.625,49.74593548,48.558,49.25,49.19725806,1345.508065,149.5048387,0,103,672.9254615,-21.90495724,-427.1760679,11057.67308,15,1562348694,12:44:54,2,-1.025,0.216,406,34,0.43,0.16,-15.97679512,-10.59954146,1.120980133,0,670.524,0,0,0,4.790463659,0.446396028,0.077718244,0,0,3,0/3,1.88764,1.89344,1.89133,1.89133,1.8882,1.89102,1.88415,1.89097,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.025,0.216,2,401.814,375.832,38.17,37.6554,30.0003,37.4931,37.4835,20.088,26.7417,63.7946,-999.9,415.722,30.5926,99.2663,99.7909
10,1562349570,1372.6,20190705 12:59:29,12:59:29,2,B1_R1,4,1562349562,0.002574422,8.655466612,399.6252903,191.325884,19.36511245,40.44820556,0.073436698,2.275717861,0.072145137,0.04520486,247.8164857,40.29703107,38.98587097,7.0213042,50.37804541,3.599030696,7.144045916,3.422273504,-113.5320248,39.55833474,4.225798257,178.0685939,-0.041879724,0.04701366,3.501305985,95,19,1,0,51299.05487,0,646.5588462,3532.38,2885.821154,0.816962262,-2.773728935,MPF-606-20190704-15_01_58,641.9139615,1048.72,0.3879072,0.5,1264.501303,8.655466612,245.2545798,0.929170799,0.0090385,2.368277519,DARK-607-20190704-15_01_59,74.28,974.44,0.417476744,0.718215205,1.011549809,0.860642385,606,300,300,300,10507.8,892.171,-0.00744838,-36.3352,1500.019677,1264.501303,0.84298981,0.195979621,6,0.5,0: Broadleaf,1562349562,399.6252903,411.2441935,35.55815806,32.57927097,500.0956129,101.0153871,0.19994271,39.3083,38.98587097,999.9,0,0,9997.980968,0,0.229677839,1500.019677,0.900007032,0.099992703,0,642.0664516,4.99911,10668.83871,13523.49355,47.687,49.86890323,48.625,49.31606452,49.308,1345.529032,149.4925806,0,99.0999999,641.9139615,-38.66423932,572.4376087,10674.10769,15,1562348694,12:44:54,2,-1.025,0.216,406,34,0.43,0.16,-11.38616098,-4.417860627,0.5153643,0,636.861,0,0,0,2.977554878,0.095503275,0.019410164,1,1,3,3-Jan,1.88765,1.89346,1.89133,1.89134,1.88827,1.89102,1.88416,1.89101,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.025,0.216,2,389.657,376.543,38.2836,37.6962,30.0002,37.5324,37.5247,19.9888,24.4093,66.1929,-999.9,411.288,32.3878,99.2577,99.7836
11,1562349664,1466.6,20190705 13:01:03,13:01:03,3,B1_R1,4,1562349656,0.003006384,9.530966494,400.0920323,205.5291515,20.80284946,40.49573629,0.087431686,2.276082114,0.085607823,0.053665587,247.8094444,39.90067492,38.73901613,6.928572074,50.49666899,3.558194833,7.046395148,3.370377241,-132.5815164,38.42743913,4.094421653,157.7497887,-0.041889634,0.047024784,3.501960247,76,15,1,0,51352.82533,0,646.5588462,3532.38,2885.821154,0.816962262,-2.773728935,MPF-608-20190704-15_03_32,874.8155769,1136.67,0.230369785,0.5,1264.462481,9.530966494,145.6469747,0.424388785,0.009731167,2.107656576,DARK-609-20190704-15_03_33,654.28,482.39,0.542827221,0.832392898,0.534275584,0.830165791,608,300,300,300,10508.7,1106.13,-0.00744881,12.8384,1499.973226,1264.462481,0.842990035,0.195980069,6,0.5,0: Broadleaf,1562349656,400.0920323,412.9723871,35.15445161,31.67367097,500.0078065,101.0160323,0.200020613,39.05217742,38.73901613,999.9,0,0,10000.2829,0,0.233148806,1499.973226,0.899997968,0.100002,0,875.8573226,4.99911,14257.95806,13523.03226,47.687,49.808,48.61687097,49.187,49.24593548,1345.474839,149.4990323,0,93,874.8155769,-259.5601022,-3763.039311,14242.88077,15,1562348694,12:44:54,2,-1.025,0.216,406,34,0.43,0.16,-12.8697122,0.630192334,0.153966511,1,844.962,0,0,0,3.448312439,0.62960676,0.068299476,0,1,3,3-Jan,1.88765,1.89346,1.89133,1.89135,1.88828,1.89103,1.88416,1.89102,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.025,0.216,2,412.664,374.828,38.2487,37.7249,30.0001,37.5549,37.5494,20.0479,26.3986,65.4339,-999.9,412.751,31.5245,99.2417,99.7713
12,1562349808,1611.1,20190705 13:03:28,13:03:28,1,B1_R1,5,1562349800,0.009164812,19.79267083,399.4049355,278.4716638,28.18689401,40.42775639,0.323326528,2.276585045,0.299811425,0.189352164,247.8159688,37.74662678,37.60626129,6.516536864,51.18183377,3.576652443,6.988128756,2.939884421,-404.1682159,158.5276242,16.78305067,18.95842778,-0.04190332,0.047040147,3.502863669,41,8,1,0,51394.40399,0,646.5588462,3532.38,2885.821154,0.816962262,-2.773728935,MPF-610-20190704-15_05_56,786.8318462,1432.52,0.450735874,0.5,1264.496644,19.79267083,284.9769998,0.606330104,0.017846152,1.46585039,DARK-611-20190704-15_05_58,563.94,868.58,0.743383631,0.70739513,0.821526803,0.72764731,610,300,300,300,10515.4,1219.63,-0.00745509,-40.9625,1500.013871,1264.496644,0.842989967,0.195979934,6,0.5,0: Broadleaf,1562349800,399.4049355,427.5485806,35.33544194,24.72632581,500.0022258,101.0197097,0.200262323,38.89788387,37.60626129,999.9,0,0,10003.18581,0,0.229539,1500.013871,0.900001516,0.099998455,0,787.2485161,4.99911,12806.56129,13523.42581,47.562,49.687,48.4756129,49.12093548,49.125,1345.514516,149.4996774,0,144,786.8318462,-35.66502564,-672.1982905,12797.31538,15,1562348694,12:44:54,2,-1.025,0.216,406,34,0.43,0.16,-28.37575122,3.837016725,0.421653214,0,783.795,0,0,0,10.60440244,0.00211777,0.016281914,1,1,3,3-Jan,1.88762,1.89346,1.89133,1.89133,1.88822,1.89102,1.88416,1.89097,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-1.025,0.216,2,454.285,365.544,38.2225,37.7086,30.0001,37.5501,37.5423,20.5286,41.3802,59.3763,-999.9,427.589,24.3837,99.2371,99.7681
