date.x,day,year,Time,round,BH_Block,BH_Vine,BH_Leaf,Leaf_wp_bar,Stem_wp_bar,Leak,wrong_vine,pixel_number
7/12/2019,193,2019,NA,5,B2_R2,3,1,NA,NA,No,No,27
7/12/2019,193,2019,16:18,5,B2_R2,4,1,-15.45,NA,No,No,27
7/12/2019,193,2019,16:18,5,B2_R2,5,1,-15.68,NA,No,No,27
7/12/2019,193,2019,NA,5,B2_R2,6,1,NA,NA,No,No,27
7/12/2019,193,2019,16:18,5,B2_R3,1,1,-16.42,NA,No,No,75
7/12/2019,193,2019,NA,5,B2_R3,2,1,NA,NA,No,No,75
7/12/2019,193,2019,16:18,5,B2_R3,3,1,-16.15,NA,No,No,75
7/12/2019,193,2019,NA,5,B2_R3,4,1,NA,NA,No,No,75
7/12/2019,193,2019,16:18,5,B2_R3,5,1,-15.12,NA,No,No,75
7/12/2019,193,2019,NA,5,B2_R3,6,1,NA,NA,No,No,75
7/12/2019,193,2019,NA,5,B3_R1,1,1,NA,NA,No,No,23
7/12/2019,193,2019,16:18,5,B3_R1,2,1,-10,NA,No,No,23
7/12/2019,193,2019,NA,5,B3_R1,3,1,NA,NA,No,No,23
7/12/2019,193,2019,16:18,5,B3_R1,4,1,-11.2,NA,No,No,23
7/12/2019,193,2019,16:18,5,B3_R1,5,1,-12,NA,No,No,23
7/12/2019,193,2019,NA,5,B3_R1,6,1,NA,NA,No,No,23
7/12/2019,193,2019,NA,5,B3_R2,1,1,NA,NA,No,No,78
7/12/2019,193,2019,16:18,5,B3_R2,2,1,-11.6,NA,No,No,78
7/12/2019,193,2019,16:18,5,B3_R2,3,1,-10.4,NA,No,No,78
7/12/2019,193,2019,NA,5,B3_R2,4,1,NA,NA,No,No,78
7/12/2019,193,2019,NA,5,B3_R2,5,1,NA,NA,No,No,78
7/12/2019,193,2019,16:18,5,B3_R2,6,1,-12.1,NA,No,No,78
7/12/2019,193,2019,16:18,5,B3_R3,1,1,-11.6,NA,No,No,48
7/12/2019,193,2019,NA,5,B3_R3,2,1,NA,NA,No,No,48
7/12/2019,193,2019,16:18,5,B3_R3,3,1,-13.7,NA,No,No,48
7/12/2019,193,2019,NA,5,B3_R3,4,1,NA,NA,No,No,48
7/12/2019,193,2019,NA,5,B3_R3,5,1,NA,NA,No,No,48
7/12/2019,193,2019,16:18,5,B3_R3,6,1,-12.2,NA,No,No,48
7/12/2019,193,2019,18:48,6,B1_R1,1,1,-9.7,NA,No,No,35
7/12/2019,193,2019,NA,6,B1_R1,2,1,NA,NA,No,No,35
7/12/2019,193,2019,NA,6,B1_R1,3,1,NA,NA,No,No,35
7/12/2019,193,2019,18:48,6,B1_R1,4,1,-10,NA,No,No,35
7/12/2019,193,2019,NA,6,B1_R1,5,1,NA,NA,No,No,35
7/12/2019,193,2019,18:48,6,B1_R1,6,1,-5.9,NA,No,No,35
7/12/2019,193,2019,18:48,6,B1_R2,1,1,-10.7,NA,No,No,45
7/12/2019,193,2019,NA,6,B1_R2,2,1,NA,NA,No,No,45
7/12/2019,193,2019,NA,6,B1_R2,3,1,NA,NA,No,No,45
7/12/2019,193,2019,18:48,6,B1_R2,4,1,-10,NA,No,No,45
7/12/2019,193,2019,NA,6,B1_R2,5,1,NA,NA,No,No,45
7/12/2019,193,2019,18:48,6,B1_R2,6,1,-10.3,NA,No,No,45
7/12/2019,193,2019,NA,6,B1_R3,1,1,NA,NA,No,No,55
7/12/2019,193,2019,18:48,6,B1_R3,2,1,-15,NA,No,No,55
7/12/2019,193,2019,18:48,6,B1_R3,3,1,-14.8,NA,No,No,55
7/12/2019,193,2019,NA,6,B1_R3,4,1,NA,NA,No,No,55
7/12/2019,193,2019,NA,6,B1_R3,5,1,NA,NA,No,No,55
7/12/2019,193,2019,18:48,6,B1_R3,6,1,-13.9,NA,No,No,55
7/12/2019,193,2019,NA,6,B2_R1,1,1,NA,NA,No,No,13
7/12/2019,193,2019,18:48,6,B2_R1,2,1,-6.9,NA,No,No,13
7/12/2019,193,2019,18:48,6,B2_R1,3,1,-5.2,NA,No,No,13
7/12/2019,193,2019,NA,6,B2_R1,4,1,NA,NA,No,No,13
7/12/2019,193,2019,NA,6,B2_R1,5,1,NA,NA,No,No,13
7/12/2019,193,2019,18:48,6,B2_R1,6,1,-6.1,NA,No,No,13
7/12/2019,193,2019,NA,6,B2_R2,1,1,NA,NA,No,No,27
7/12/2019,193,2019,18:48,6,B2_R2,2,1,-7.4,NA,No,No,27
7/12/2019,193,2019,NA,6,B2_R2,3,1,NA,NA,No,No,27
7/12/2019,193,2019,18:48,6,B2_R2,4,1,-9.2,NA,No,No,27
7/12/2019,193,2019,18:48,6,B2_R2,5,1,-8.5,NA,No,No,27
7/12/2019,193,2019,NA,6,B2_R2,6,1,NA,NA,No,No,27
7/12/2019,193,2019,18:48,6,B2_R3,1,1,-9.8,NA,No,No,75
7/12/2019,193,2019,NA,6,B2_R3,2,1,NA,NA,No,No,75
7/12/2019,193,2019,18:48,6,B2_R3,3,1,-13.7,NA,No,No,75
7/12/2019,193,2019,NA,6,B2_R3,4,1,NA,NA,No,No,75
7/12/2019,193,2019,18:48,6,B2_R3,5,1,-12.5,NA,No,No,75
7/12/2019,193,2019,NA,6,B2_R3,6,1,NA,NA,No,No,75
7/12/2019,193,2019,NA,6,B3_R1,1,1,NA,NA,No,No,23
7/12/2019,193,2019,18:48,6,B3_R1,2,1,-7.3,NA,No,No,23
7/12/2019,193,2019,NA,6,B3_R1,3,1,NA,NA,No,No,23
7/12/2019,193,2019,18:48,6,B3_R1,4,1,-6.5,NA,No,No,23
7/12/2019,193,2019,18:48,6,B3_R1,5,1,-5.2,NA,No,No,23
7/12/2019,193,2019,NA,6,B3_R1,6,1,NA,NA,No,No,23
7/12/2019,193,2019,NA,6,B3_R2,1,1,NA,NA,No,No,78
7/12/2019,193,2019,18:48,6,B3_R2,2,1,-4.8,NA,No,No,78
7/12/2019,193,2019,18:48,6,B3_R2,3,1,-5,NA,No,No,78
7/12/2019,193,2019,NA,6,B3_R2,4,1,NA,NA,No,No,78
7/12/2019,193,2019,NA,6,B3_R2,5,1,NA,NA,No,No,78
7/12/2019,193,2019,18:48,6,B3_R2,6,1,-5.2,NA,No,No,78
7/12/2019,193,2019,18:48,6,B3_R3,1,1,-7.7,NA,No,No,48
7/12/2019,193,2019,NA,6,B3_R3,2,1,NA,NA,No,No,48
7/12/2019,193,2019,18:48,6,B3_R3,3,1,-8.3,NA,No,No,48
7/12/2019,193,2019,NA,6,B3_R3,4,1,NA,NA,No,No,48
7/12/2019,193,2019,NA,6,B3_R3,5,1,NA,NA,No,No,48
7/12/2019,193,2019,18:48,6,B3_R3,6,1,-8.2,NA,No,No,48
