SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,2.54982 73.7533 374.591 620.16 866.598 1036.72 1201.12 1333.72,0.10749 101.394 402.685 601.623 801.766 1000.41 1200.5 1400.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BH445_LEAF,BH445_BLOCK,BH445_VINE,BAR,RIP720,Sierra Loma,reps,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,ms,ms,ms,µmol m⁻² s⁻¹,,mol m⁻² s⁻²,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,,,,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1563971118,0,20190724 05:25:17,05:25:17,1,B1_R4,5,null,null,null,null,1563971099,2.78665E-06,4.769083694,403.6740645,-38810.23201,-3909.609629,40.6647404,0.000192412,2.270877348,0.000192403,0.000120253,0.001994258,24.41841878,23.7735,2.954466897,49.74909449,1.527918991,3.071249852,1.426547905,-0.122891071,79.06646954,7.297978969,86.2435517,-0.041748173,0.046865982,3.492615697,47,12,1,0,53694.37567,MPF-307-20190724-05_26_14,1071.316923,3896.09,2824.773077,0.725027676,4.769083694,-,0,0,#DIV/0!,0.5,0.020994792,4.769083694,#DIV/0!,#DIV/0!,7.1918E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.379257694,307,300,300,300,10204.7,3836.18,-0.00849904,-28.8982,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1563971099,403.6740645,410.8286129,15.16747097,15.16335484,400.0427419,100.5366774,0.199891935,24.41932258,23.7735,999.9,0,0,10014.03194,0,0.290441129,0.0499938,0,0,0,796.7022581,0.0499938,-21.20322581,-3.54516129,34.5603871,38.383,36.437,38.98964516,37.3603871,0,0,0,22.5,1071.316923,-1020.724785,1.508717987,-20.82115385,15,1563971112,05:25:11,1,11.894,0.23,411,15,0.15,0.12,0,0,0/0,1.87375,1.87043,1.86996,1.87205,1.86935,1.87909,1.87575,1.87132,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.894,0.23,2,325.151,680.449,23.778,25.4778,30.0005,25.4624,25.503,19.7366,27.0365,80.9971,-999.9,394.932,15.1187,102.189,102.307
2,1563971447,329.5999999,20190724 05:30:47,05:30:47,1,B1_R4,3,null,null,null,null,1563971439,0.000107505,-0.803342466,400.6120645,559.4523874,56.36257809,40.36005437,0.007584295,2.267408419,0.007570229,0.004732655,0.001994258,24.38471937,23.65655161,2.93373985,49.96946583,1.534767484,3.071410627,1.398972366,-4.740987733,93.34838367,8.62435551,97.2337457,-0.041654058,0.046760329,3.486392531,55,14,1,0,53578.32454,MPF-308-20190724-05_31_44,680.6557692,3784.69,3104.034231,0.820155477,-0.803342466,-,0,0,#DIV/0!,0.5,0.020994792,-0.803342466,#DIV/0!,#DIV/0!,-1.07771E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.219281013,308,300,300,300,10245.4,3757.75,-0.00853616,-29.8982,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1563971439,400.6120645,399.4717097,15.23403226,15.07523871,400.0199677,100.5460323,0.199946065,24.42019677,23.65655161,999.9,0,0,9990.527097,0,0.286924,0.0499938,0,0,0,680.7222581,0.0499938,-18.32322581,-3.320322581,34.808,38.512,36.69512903,39.129,37.562,0,0,0,329,680.6557692,7.11623929,-9.078974374,-18.37153846,15,1563971112,05:25:11,1,11.894,0.23,411,15,0.15,0.12,0,0,0/0,1.87377,1.87046,1.86996,1.8721,1.86935,1.87912,1.87576,1.87133,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.894,0.23,2,317.258,680.946,23.8918,25.6231,30.0003,25.6252,25.6673,19.7687,26.4182,77.26,-999.9,398.879,15.0607,102.159,102.286
3,1563971801,683.5999999,20190724 05:36:41,05:36:41,1,B1_R4,2,null,null,null,null,1563971793,0.000166473,1.375709186,390.8375806,194.5421936,19.60058121,39.37780076,0.011638846,2.270107223,0.011605797,0.007256584,0.001994258,24.28859171,23.67462903,2.936935422,49.83904666,1.523743937,3.057329623,1.413191484,-7.341441339,81.85808727,7.551549086,82.07018928,-0.041727268,0.046842513,3.491233777,44,11,1,0,53682.62599,MPF-309-20190724-05_37_38,680.6319231,3326.6,2645.968077,0.795397125,1.375709186,-,0,0,#DIV/0!,0.5,0.020994792,1.375709186,#DIV/0!,#DIV/0!,1.83285E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.257233611,309,300,300,300,10319.6,3303.06,-0.00859741,-20.134,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1563971793,390.8375806,392.9984839,15.12365806,14.87775484,400.0474194,100.5523226,0.20001729,24.34348065,23.67462903,999.9,0,0,10007.46,0,0.286924,0.0499938,0,0,0,680.7235484,0.0499938,-18.30903226,-3.283225806,34.84045161,38.625,36.75,39.25,37.562,0,0,0,353.4000001,680.6319231,-2.359999888,0.920341774,-18.14307692,15,1563971828,05:37:07,2,11.584,0.218,396,15,0.3,0.34,0,0,0/0,1.87378,1.87048,1.86996,1.8721,1.86935,1.87912,1.87576,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.584,0.218,2,327.563,672.4,23.8998,25.8334,30.0005,25.8304,25.8733,19.6822,26.192,72.7736,-999.9,396.972,14.8898,102.129,102.267
4,1563972211,1093.6,20190724 05:43:31,05:43:31,1,B2_R3,5,null,null,null,null,1563972203,0.000206854,0.37629804,397.2528065,347.7733156,35.05406037,40.04138107,0.014705125,2.268536067,0.014652373,0.009162457,0.001994258,24.15715913,23.46867742,2.900708633,49.70271436,1.508859845,3.035769504,1.391848788,-9.122243193,92.5501404,8.529852176,91.95974365,-0.041684638,0.046794657,3.488415074,122,31,1,0,53652.27181,MPF-310-20190724-05_44_28,678.9569231,3367.17,2688.213077,0.798359773,0.37629804,-,0,0,#DIV/0!,0.5,0.020994792,0.37629804,#DIV/0!,#DIV/0!,7.25526E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.25256812,310,300,300,300,10264,3326.94,-0.00855155,-25.7268,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1563972203,397.2528065,397.9404839,14.96948387,14.66386129,400.0170968,100.5957097,0.200006355,24.22541613,23.46867742,999.9,0,0,9992.924194,0,0.573848,0.0499938,0,0,0,679.0248387,0.0499938,-17.96064516,-3.406451613,34.812,38.625,36.75,39.03,37.526,0,0,0,408.8000002,678.9569231,4.662564186,-12.9111112,-17.85038462,15,1563971828,05:37:07,2,11.584,0.218,396,15,0.3,0.34,0,0,0/0,1.87377,1.87042,1.86996,1.8721,1.86935,1.87912,1.87576,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.584,0.218,2,249.774,678.613,23.8124,25.6735,29.9999,25.7437,25.8021,19.7729,25.2959,69.0298,-999.9,398.774,14.7083,102.144,102.283
5,1563972425,1307.6,20190724 05:47:05,05:47:05,1,B2_R3,4,null,null,null,null,1563972417,0.000188475,0.557080633,397.2952258,322.2117948,32.47609497,40.04383978,0.013353326,2.269808816,0.013309836,0.008322543,0.001994258,24.09066602,23.45642581,2.898565951,49.70810066,1.502467228,3.022580239,1.396098723,-8.311737227,85.21881601,7.846392445,84.75546549,-0.041719169,0.046833422,3.490698364,43,11,1,0,53707.92059,MPF-311-20190724-05_48_02,684.0634615,3503.91,2819.846538,0.804771395,0.557080633,-,0,0,#DIV/0!,0.5,0.020994792,0.557080633,#DIV/0!,#DIV/0!,-1.07824E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.242588897,311,300,300,300,10246.1,3462.63,-0.00853673,-24.6572,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1563972417,397.2952258,398.2430645,14.90673871,14.62827097,400.0432258,100.5911935,0.199949097,24.15282903,23.45642581,999.9,0,0,10001.65129,0,0.623828548,0.0499938,0,0,0,684.2103226,0.0499938,-17.8816129,-3.476129032,34.655,38.437,36.62093548,38.86687097,37.425,0,0,0,212.8000002,684.0634615,-4.008546949,1.309401514,-17.73153846,15,1563971828,05:37:07,2,11.584,0.218,396,15,0.3,0.34,0,0,0/0,1.87378,1.87043,1.86996,1.8721,1.86935,1.87909,1.87576,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.584,0.218,2,329.21,678.745,23.7074,25.559,30.0002,25.6403,25.6995,19.7902,24.5448,66.8007,-999.9,399.003,14.6656,102.158,102.31
6,1563972599,1481.1,20190724 05:49:58,05:49:58,1,B2_R3,2,null,null,null,null,1563972591,7.81669E-05,-0.66617451,393.2495484,575.5767391,58.01159479,39.63508582,0.005520059,2.272049829,0.005512619,0.003446054,0.001994258,24.0838209,23.43114839,2.894149562,49.62709732,1.49612993,3.014743983,1.398019632,-3.447160989,83.10049098,7.641156283,87.29648053,-0.041780014,0.046901726,3.494719981,25,5,1,0,53790.80449,MPF-312-20190724-05_50_56,648.0726923,3674.29,3026.217308,0.823619613,-0.66617451,-,0,0,#DIV/0!,0.5,0.020994792,-0.66617451,#DIV/0!,#DIV/0!,-2.221E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.214152728,312,300,300,300,10270.8,3642.21,-0.00855689,-26.7275,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1563972591,393.2495484,392.4870645,14.84423226,14.75182903,500.0253226,100.5886452,0.199991419,24.10957097,23.43114839,999.9,0,0,10016.49194,0,1.567344839,0.0499938,0,0,0,648.3141935,0.0499938,-18.3716129,-3.36,34.625,38.31606452,36.544,38.812,37.375,0,0,0,172.8000002,648.0726923,-7.208546987,2.134700912,-18.26846154,15,1563972626,05:50:25,3,11.619,0.222,398,15,0.3,0.35,0,0,0/0,1.87377,1.87042,1.86996,1.8721,1.86935,1.87909,1.87576,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.619,0.222,2,463.727,541.446,23.6757,25.5289,29.9999,25.5995,25.6497,19.7634,23.2366,65.6864,-999.9,398.225,14.8655,102.158,102.305
7,1563972982,1864.5,20190724 05:56:22,05:56:22,1,B3_R1,6,null,null,null,null,1563972974,0.000425794,8.547659065,371.7965484,-55.5462788,-5.59797535,37.4697992,0.03247458,2.268903422,0.032218552,0.02015943,0.001994258,23.81442842,22.79466774,2.784868343,49.5890499,1.481165739,2.986880656,1.303702604,-18.77749443,141.9280133,13.01633938,136.1688525,-0.041694603,0.046805844,3.489074049,45,9,1,0,53713.11916,MPF-313-20190724-05_57_19,638.0846154,3465.13,2827.045385,0.815855505,8.547659065,-,0,0,#DIV/0!,0.5,0.020994792,8.547659065,#DIV/0!,#DIV/0!,9.22242E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.225707242,313,300,300,300,10285.2,3410.89,-0.00856973,-30.5405,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1563972974,371.7965484,382.2432903,14.69696452,14.19354194,500.0200645,100.5804516,0.199933161,23.95495806,22.79466774,999.9,0,0,9996.829355,0,2.897100645,0.0499938,0,0,0,638.25,0.0499938,-20.88806452,-3.771290323,34.312,37.99187097,36.24187097,38.45732258,37.062,0,0,0,382.6000001,638.0846154,-3.892649603,-3.266324823,-20.84769231,15,1563972626,05:50:25,3,11.619,0.222,398,15,0.3,0.35,0,0,0/0,1.87378,1.87042,1.86996,1.8721,1.86935,1.87906,1.87576,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.619,0.222,2,439.413,542.416,23.5294,25.3683,30.0001,25.4407,25.4923,19.5165,24.3816,63.0809,-999.9,392.034,14.3579,102.173,102.312
8,1563973138,2020.5,20190724 05:58:58,05:58:58,1,B3_R1,3,null,null,null,null,1563973130,0.0002466,0.713877368,397.5873871,325.949634,32.84704453,40.06622265,0.018004335,2.269923996,0.017925375,0.011210425,0.001994258,23.82297364,23.11495806,2.839401005,49.79460377,1.482786259,2.977805116,1.356614746,-10.87507758,96.59977925,8.867337867,94.59403379,-0.041722295,0.046836931,3.490905021,67,13,1,0,53756.34676,MPF-314-20190724-05_59_55,650.0611538,3806.84,3156.778846,0.829238646,0.713877368,-,0,0,#DIV/0!,0.5,0.020994792,0.713877368,#DIV/0!,#DIV/0!,-2.21571E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.205925466,314,300,300,300,10215.6,3732.44,-0.0085116,-34.1079,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1563973130,397.5873871,398.5616452,14.71406774,14.42251613,500.0251613,100.5734194,0.199955129,23.90432581,23.11495806,999.9,0,0,10004.16839,0,3.37631,0.0499938,0,0,0,650.1574194,0.0499938,-21.05741935,-3.76,34.32419355,38.018,36.25,38.534,37.062,0,0,0,154.8000002,650.0611538,-9.364444371,0.197948746,-21.11038462,15,1563972626,05:50:25,3,11.619,0.222,398,15,0.3,0.35,0,0,0/0,1.87378,1.87043,1.86996,1.87209,1.86936,1.87911,1.87576,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.619,0.222,2,411.392,534.525,23.4991,25.3768,30.0003,25.4407,25.4901,19.8229,23.4086,61.969,-999.9,399.182,14.4075,102.163,102.312
9,1563973361,2243.5,20190724 06:02:41,06:02:41,1,B3_R1,1,null,null,null,null,1563973353,0.000312414,-0.356377786,400.3099677,416.586627,41.98004841,40.33982547,0.022594901,2.269260029,0.022470656,0.014055266,0.001994258,23.92549945,23.29004839,2.869604978,49.96221853,1.498926914,3.000120807,1.370678064,-13.77746247,90.35268712,8.308883394,84.8861023,-0.041704277,0.046816705,3.489713785,77,15,1,0,53711.56183,MPF-315-20190724-06_03_38,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,-,0,0,#DIV/0!,0.5,0.020994792,-0.356377786,#DIV/0!,#DIV/0!,-2.27123E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.280500257,315,300,300,300,10284.4,3011.73,-0.00856805,-25.2358,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,1563973353,400.3099677,400.0324194,14.87451613,14.50523548,500.054,100.5715161,0.199957774,24.02858387,23.29004839,999.9,0,0,10000.03742,0,5.375892581,0.0499938,0,0,0,673.216129,0.0499938,-18.30677419,-3.535483871,34.391,38.183,36.312,38.687,37.175,0,0,0,222,673.1303846,-10.79076921,6.379487164,-18.29923077,15,1563973381,06:03:01,4,11.662,0.212,399,15,1.29,1.03,0,0,0/0,1.87378,1.87043,1.86997,1.8721,1.86936,1.87909,1.87576,1.87134,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.662,0.212,2,399.309,535.246,23.5546,25.4621,30.0004,25.5064,25.5532,19.8427,22.4868,61.228,-999.9,399.587,14.4818,102.139,102.291
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
